PARTY_ID_机构内部ID,TICKER_SYMBOL_股票代码,EXCHANGE_CD_交易市场代码,PUBLISH_DATE_发布日期,END_DATE_REP_报告截止日期,END_DATE_截止日期,REPORT_TYPE_报告类型,FISCAL_PERIOD_会计区间,MERGED_FLAG_合并标志,REVENUE_营业收入,PREM_EARNED_已赚保费,GROSS_PREM_WRIT_保险业务收入,REINS_INCOME_其中分保费收入,REINSUR_减分出保费,UNE_PREM_RESER_提取未到期责任准备金,F_VALUE_CHG_GAIN_公允价值变动收益,INVEST_INCOME_投资收益,A_J_INVEST_INCOME_其中对联营企业和合营企业的投资收益,FOREX_GAIN_汇兑收益,ASSETS_DISP_GAIN_资产处置收益,OTH_GAIN_其他收益,OTH_OPER_REV_其他业务收入,SPEC_OR_营业收入特殊项目,AOR_营业收入调整项目,COGS_营业支出,PREM_REFUND_退保金,COMPENS_PAYOUT_赔付支出,COMPENS_PAYOUT_REFU_减摊回赔付支出,RESER_INSUR_LIAB_提取保险责任准备金,INSUR_LIAB_RESER_REFU_减摊回保险责任准备金,POLICY_DIV_PAYT_保单红利支出,REINSUR_EXP_分保费用,BIZ_TAX_SURCHG_营业税金及附加,COMMIS_EXP_手续费及佣金支出,GENL_ADMIN_EXP_业务及管理费,REINS_COST_REFUND_减摊回分保费用,OTH_OPER_COSTS_其他业务成本,ASSETS_IMPAIR_LOSS_资产减值损失,SPEC_OP_营业支出特殊项目,AOP_营业支出调整项目,OTH_EFFECT_OP_影响营业利润的调整项目,AE_EFFECT_OP_影响营业利润的差错金额,OPERATE_PROFIT_营业利润,NOPERATE_INCOME_营业外收入,NOPERATE_EXP_营业外支出,OTH_EFFECT_TP_影响利润总额的调整项目,AE_FFECT_TP_影响利润总额的差错金额,T_PROFIT_利润总额,INCOME_TAX_所得税费用,OTH_EFFECT_NP_影响净利润的调整项目,AE_EFFECT_NP_影响净利润的差错金额,N_INCOME_净利润,N_INCOME_ATTR_P_归属于母公司所有者的净利润,N_INCOME_BMA_被合并方在合并前实现的净利润,MINORITY_GAIN_少数股东损益,OTH_EFFECT_NPP_影响净利润分配的调整项目,AE_EFFECT_NPP_影响净利润分配的差错金额,BASIC_EPS_基本每股收益,DILUTED_EPS_稀释每股收益,OTH_COMPR_INCOME_其他综合收益,OTH_EFFECT_CI_影响综合收益总额的调整项目,AE_EFFECT_CI_影响综合收益总额的差错金额,T_COMPR_INCOME_综合收益总额,COMPR_INC_ATTR_P_归属于母公司所有者的综合收益总额,COMPR_INC_ATTR_M_S_归属于少数股东的综合收益总额,OTH_EFFECT_PCI_影响综合收益总额分配的调整项目,AE_EFFECT_PCI_影响综合收益总额分配的差错金额
2264,601318,XSHG,2010-04-30,2010-03-31,2009-03-31,Q1,3,1,35273000000.00,27157000000.00,30790000000.00,33000000.00,1984000000.00,1649000000.00,1263000000.00,4323000000.00,,-3000000.00,,,1240000000.00,1293000000.00,,31672000000.00,1208000000.00,7840000000.00,806000000.00,12685000000.00,96000000.00,989000000.00,8000000.00,690000000.00,2986000000.00,4357000000.00,443000000.00,1729000000.00,372000000.00,153000000.00,,,,3601000000.00,69000000.00,20000000.00,,,3650000000.00,1215000000.00,,,2435000000.00,2346000000.00,,89000000.00,,,.3200,.3200,2379000000.00,,,4814000000.00,4740000000.00,74000000.00,,
2264,601318,XSHG,2014-05-07,2014-03-31,2013-03-31,Q1,3,1,103136000000.00,77276000000.00,85018000000.00,25000000.00,5206000000.00,2536000000.00,53000000.00,11569000000.00,,-26000000.00,,,2096000000.00,12168000000.00,,91160000000.00,1742000000.00,21898000000.00,1802000000.00,39394000000.00,901000000.00,2239000000.00,3000000.00,2691000000.00,6924000000.00,13895000000.00,1285000000.00,3985000000.00,1831000000.00,546000000.00,,,,11976000000.00,46000000.00,29000000.00,,,11993000000.00,2825000000.00,,,9168000000.00,7393000000.00,,1775000000.00,,,.9300,.9300,1628000000.00,,,10796000000.00,8815000000.00,1981000000.00,,
2264,601318,XSHG,2014-08-20,2014-06-30,2013-06-30,S1,6,1,189474000000.00,131030000000.00,144460000000.00,28000000.00,9441000000.00,3989000000.00,-68000000.00,27997000000.00,,-105000000.00,,,5247000000.00,25373000000.00,,161898000000.00,3712000000.00,43102000000.00,3937000000.00,57529000000.00,1293000000.00,3482000000.00,3000000.00,5554000000.00,12872000000.00,29975000000.00,2560000000.00,8315000000.00,3789000000.00,1355000000.00,,,,27576000000.00,126000000.00,351000000.00,,,27351000000.00,5580000000.00,,,21771000000.00,17910000000.00,,3861000000.00,,,2.2600,2.2600,-2489000000.00,,,19282000000.00,15490000000.00,3792000000.00,,
2264,601318,XSHG,2015-04-30,2015-03-31,2014-03-31,Q1,3,1,131154000000.00,96503000000.00,108075000000.00,6000000.00,7671000000.00,3901000000.00,-825000000.00,15966000000.00,,47000000.00,,,3411000000.00,16052000000.00,,114492000000.00,2495000000.00,25305000000.00,2581000000.00,47703000000.00,630000000.00,2094000000.00,,3606000000.00,9133000000.00,18054000000.00,2303000000.00,4989000000.00,5263000000.00,1364000000.00,,,,16662000000.00,47000000.00,40000000.00,,,16669000000.00,3676000000.00,,,12993000000.00,10809000000.00,,2184000000.00,,,1.3700,1.2900,116000000.00,,,13109000000.00,10864000000.00,2245000000.00,,
2264,601318,XSHG,2015-08-21,2015-06-30,2014-06-30,S1,6,1,236336000000.00,159364000000.00,179395000000.00,11000000.00,13875000000.00,6156000000.00,222000000.00,33780000000.00,,97000000.00,,,7684000000.00,35189000000.00,,203820000000.00,5053000000.00,50760000000.00,5768000000.00,65132000000.00,888000000.00,3361000000.00,,7483000000.00,17361000000.00,38521000000.00,4367000000.00,10700000000.00,13639000000.00,2833000000.00,,,,32516000000.00,183000000.00,78000000.00,,,32621000000.00,6757000000.00,,,25864000000.00,21362000000.00,,4502000000.00,,,1.3500,1.2800,6133000000.00,,,31997000000.00,27323000000.00,4674000000.00,,
2264,601318,XSHG,2016-03-16,2015-12-31,2014-12-31,A,12,1,462882000000.00,288779000000.00,326423000000.00,38000000.00,24660000000.00,12984000000.00,615000000.00,78735000000.00,,-191000000.00,,,17636000000.00,77308000000.00,,400541000000.00,10188000000.00,102659000000.00,12532000000.00,108419000000.00,1596000000.00,5871000000.00,4000000.00,15915000000.00,34937000000.00,85665000000.00,7963000000.00,27104000000.00,24896000000.00,6974000000.00,,,,62341000000.00,512000000.00,500000000.00,,,62353000000.00,14423000000.00,,,47930000000.00,39279000000.00,,8651000000.00,,,2.4700,2.3400,30774000000.00,,,78704000000.00,69590000000.00,9114000000.00,,
2264,601318,XSHG,2011-10-27,2011-09-30,2010-09-30,Q3,9,1,138226000000.00,105781000000.00,120331000000.00,157000000.00,6645000000.00,7905000000.00,-143000000.00,20906000000.00,,-61000000.00,,,4062000000.00,7681000000.00,,121706000000.00,2659000000.00,27887000000.00,2817000000.00,51155000000.00,639000000.00,3027000000.00,26000000.00,3426000000.00,10410000000.00,20046000000.00,2011000000.00,7238000000.00,691000000.00,608000000.00,,,,16520000000.00,85000000.00,76000000.00,,,16529000000.00,3332000000.00,,,13197000000.00,12756000000.00,,441000000.00,,,1.7100,1.7100,731000000.00,,,13928000000.00,13456000000.00,472000000.00,,
2264,601318,XSHG,2010-08-25,2010-06-30,2009-06-30,S1,6,1,73113000000.00,52335000000.00,59502000000.00,70000000.00,3706000000.00,3461000000.00,1875000000.00,12942000000.00,,-17000000.00,,,3148000000.00,2830000000.00,,61965000000.00,2116000000.00,15725000000.00,1649000000.00,22089000000.00,-83000000.00,1999000000.00,16000000.00,1601000000.00,5936000000.00,9282000000.00,996000000.00,4887000000.00,456000000.00,420000000.00,,,,11148000000.00,77000000.00,98000000.00,,,11127000000.00,3415000000.00,,,7712000000.00,7477000000.00,,235000000.00,,,1.0200,1.0200,7138000000.00,,,14850000000.00,14606000000.00,244000000.00,,
2264,601318,XSHG,2010-10-28,2010-09-30,2009-09-30,Q3,9,1,108809000000.00,75385000000.00,85620000000.00,111000000.00,5074000000.00,5161000000.00,1653000000.00,22104000000.00,,-11000000.00,,,4952000000.00,4726000000.00,,91779000000.00,3042000000.00,24637000000.00,2527000000.00,30256000000.00,-8000000.00,3033000000.00,22000000.00,2556000000.00,8752000000.00,15004000000.00,1455000000.00,7325000000.00,481000000.00,645000000.00,,,,17030000000.00,371000000.00,202000000.00,,,17199000000.00,5024000000.00,,,12175000000.00,11722000000.00,,453000000.00,,,1.6000,1.6000,5387000000.00,,,17562000000.00,17115000000.00,447000000.00,,
2264,601318,XSHG,2014-03-14,2013-12-31,2012-12-31,A,12,1,299372000000.00,213144000000.00,233940000000.00,69000000.00,12851000000.00,7945000000.00,105000000.00,32996000000.00,,255000000.00,,,8935000000.00,43937000000.00,,266997000000.00,5341000000.00,80512000000.00,5858000000.00,72810000000.00,881000000.00,5769000000.00,8000000.00,10181000000.00,20429000000.00,57912000000.00,4529000000.00,13528000000.00,10017000000.00,1758000000.00,,,,32375000000.00,326000000.00,363000000.00,,,32338000000.00,5588000000.00,,,26750000000.00,20050000000.00,,6700000000.00,,,2.5300,2.5300,12073000000.00,,,38823000000.00,32389000000.00,6434000000.00,,
2264,601318,XSHG,2014-10-29,2014-09-30,2013-09-30,Q3,9,1,274483000000.00,184198000000.00,204531000000.00,50000000.00,13802000000.00,6531000000.00,11000000.00,42219000000.00,,-286000000.00,,,8270000000.00,40071000000.00,,236778000000.00,5588000000.00,65653000000.00,6343000000.00,76755000000.00,1594000000.00,4349000000.00,6000000.00,8712000000.00,18970000000.00,47787000000.00,4076000000.00,13018000000.00,5907000000.00,2046000000.00,,,,37705000000.00,230000000.00,393000000.00,,,37542000000.00,8090000000.00,,,29452000000.00,23339000000.00,,6113000000.00,,,2.9500,2.9500,716000000.00,,,30168000000.00,24326000000.00,5842000000.00,,
2264,601318,XSHG,2012-03-16,2011-12-31,2010-12-31,A,12,1,189439000000.00,141124000000.00,159384000000.00,217000000.00,8181000000.00,10079000000.00,-137000000.00,32782000000.00,,-104000000.00,,,4906000000.00,10868000000.00,,167122000000.00,3816000000.00,39629000000.00,3741000000.00,66479000000.00,577000000.00,3907000000.00,38000000.00,4743000000.00,14507000000.00,29276000000.00,2616000000.00,9216000000.00,1532000000.00,913000000.00,,,,22317000000.00,189000000.00,159000000.00,,,22347000000.00,4409000000.00,,,17938000000.00,17311000000.00,,627000000.00,,,2.3000,2.3000,-3005000000.00,,,14933000000.00,14354000000.00,579000000.00,,
2264,601318,XSHG,2012-04-28,2012-03-31,2011-03-31,Q1,3,1,73915000000.00,62424000000.00,69600000000.00,34000000.00,3358000000.00,3818000000.00,-271000000.00,7618000000.00,,-58000000.00,,,895000000.00,3307000000.00,,66666000000.00,1051000000.00,13097000000.00,1013000000.00,35139000000.00,319000000.00,1588000000.00,6000000.00,1512000000.00,5740000000.00,7746000000.00,973000000.00,2114000000.00,768000000.00,210000000.00,,,,7249000000.00,46000000.00,29000000.00,,,7266000000.00,1320000000.00,,,5946000000.00,5814000000.00,,132000000.00,,,.7600,.7600,1051000000.00,,,6997000000.00,6863000000.00,134000000.00,,
2264,601318,XSHG,2016-04-27,2016-03-31,2015-03-31,Q1,3,1,175457000000.00,114606000000.00,127033000000.00,11000000.00,6849000000.00,5578000000.00,37000000.00,33609000000.00,,-184000000.00,,,4820000000.00,22569000000.00,,141997000000.00,8046000000.00,28785000000.00,3019000000.00,52879000000.00,875000000.00,3058000000.00,1000000.00,5136000000.00,13821000000.00,21475000000.00,1980000000.00,8361000000.00,5137000000.00,1172000000.00,,,,33460000000.00,78000000.00,43000000.00,,,33495000000.00,11059000000.00,,,22436000000.00,19964000000.00,,2472000000.00,,,1.0900,1.0900,-3572000000.00,,,18864000000.00,16336000000.00,2528000000.00,,
2264,601318,XSHG,2013-10-26,2013-09-30,2012-09-30,Q3,9,1,226436000000.00,162788000000.00,179905000000.00,57000000.00,10187000000.00,6930000000.00,82000000.00,24438000000.00,,252000000.00,,,6519000000.00,32357000000.00,,201202000000.00,3950000000.00,58255000000.00,3900000000.00,59715000000.00,1037000000.00,4721000000.00,5000000.00,7633000000.00,15595000000.00,39616000000.00,3448000000.00,10510000000.00,8083000000.00,1504000000.00,,,,25234000000.00,182000000.00,195000000.00,,,25221000000.00,3788000000.00,,,21433000000.00,16085000000.00,,5348000000.00,,,2.0300,2.0300,2534000000.00,,,23967000000.00,18951000000.00,5016000000.00,,
2264,601318,XSHG,2016-08-18,2016-06-30,2015-06-30,S1,6,1,337909000000.00,191862000000.00,212275000000.00,15000000.00,12911000000.00,7502000000.00,374000000.00,84121000000.00,,-440000000.00,,,11610000000.00,50382000000.00,,278481000000.00,11173000000.00,56934000000.00,6314000000.00,91887000000.00,872000000.00,4776000000.00,1000000.00,11482000000.00,25809000000.00,48973000000.00,3888000000.00,20355000000.00,15749000000.00,2416000000.00,,,,59428000000.00,202000000.00,87000000.00,,,59543000000.00,19632000000.00,,,39911000000.00,34649000000.00,,5262000000.00,,,1.9000,1.9000,71000000.00,,,39982000000.00,34508000000.00,5474000000.00,,
2264,601318,XSHG,2017-08-18,2017-06-30,2017-06-30,S1,6,1,463765000000.00,321171000000.00,341390000000.00,94000000.00,9442000000.00,10777000000.00,875000000.00,64020000000.00,,-256000000.00,,,20523000000.00,57432000000.00,,398259000000.00,13242000000.00,78107000000.00,4006000000.00,135892000000.00,901000000.00,8403000000.00,22000000.00,1827000000.00,57780000000.00,62380000000.00,3709000000.00,19449000000.00,24575000000.00,5198000000.00,,,,65506000000.00,200000000.00,158000000.00,,,65548000000.00,16455000000.00,,,49093000000.00,43427000000.00,,5666000000.00,,,2.4300,2.4300,9927000000.00,,,59020000000.00,53153000000.00,5867000000.00,,
2264,601318,XSHG,2017-08-18,2017-06-30,2016-06-30,S1,6,1,376657000000.00,243623000000.00,256873000000.00,54000000.00,9289000000.00,3961000000.00,676000000.00,54471000000.00,,316000000.00,,,20182000000.00,57389000000.00,,320871000000.00,10075000000.00,69846000000.00,6115000000.00,89314000000.00,-551000000.00,7071000000.00,6000000.00,7594000000.00,38739000000.00,61744000000.00,2917000000.00,17377000000.00,21268000000.00,6318000000.00,,,,55786000000.00,394000000.00,118000000.00,,,56062000000.00,9754000000.00,,,46308000000.00,40776000000.00,,5532000000.00,,,2.2800,2.2800,-9129000000.00,,,37179000000.00,31679000000.00,5500000000.00,,
2264,601318,XSHG,2013-04-27,2013-03-31,2012-03-31,Q1,3,1,86504000000.00,67870000000.00,74677000000.00,36000000.00,3931000000.00,2876000000.00,95000000.00,6161000000.00,,93000000.00,,,1493000000.00,10792000000.00,,76155000000.00,1260000000.00,19348000000.00,1028000000.00,30968000000.00,551000000.00,2384000000.00,,2484000000.00,6147000000.00,12138000000.00,1253000000.00,2958000000.00,945000000.00,355000000.00,,,,10349000000.00,30000000.00,39000000.00,,,10340000000.00,2537000000.00,,,7803000000.00,6064000000.00,,1739000000.00,,,.7700,.7700,3710000000.00,,,11513000000.00,9687000000.00,1826000000.00,,
2264,601318,XSHG,2012-08-24,2012-06-30,2011-06-30,S1,6,1,129749000000.00,103399000000.00,116080000000.00,78000000.00,5857000000.00,6824000000.00,-386000000.00,18177000000.00,,-149000000.00,,,2066000000.00,6642000000.00,,113443000000.00,2058000000.00,27749000000.00,1910000000.00,50353000000.00,510000000.00,2842000000.00,13000000.00,3011000000.00,9375000000.00,16223000000.00,1622000000.00,4284000000.00,1129000000.00,448000000.00,,,,16306000000.00,81000000.00,121000000.00,,,16266000000.00,3268000000.00,,,12998000000.00,12757000000.00,,241000000.00,,,1.6700,1.6700,-3545000000.00,,,9453000000.00,9228000000.00,225000000.00,,
2264,601318,XSHG,2017-03-23,2016-12-31,2015-12-31,A,12,1,619990000000.00,349846000000.00,386012000000.00,63000000.00,25208000000.00,10958000000.00,125000000.00,137844000000.00,,256000000.00,,,27583000000.00,104336000000.00,,527043000000.00,16578000000.00,118125000000.00,13016000000.00,140108000000.00,2127000000.00,8455000000.00,11000000.00,20815000000.00,50633000000.00,112737000000.00,9148000000.00,39785000000.00,36548000000.00,7539000000.00,,,,92947000000.00,859000000.00,393000000.00,,,93413000000.00,28235000000.00,,,65178000000.00,54203000000.00,,10975000000.00,,,2.9800,2.9800,752000000.00,,,65930000000.00,54565000000.00,11365000000.00,,
2264,601318,XSHG,2013-03-15,2012-12-31,2011-12-31,A,12,1,248915000000.00,186662000000.00,207802000000.00,175000000.00,10970000000.00,10170000000.00,-320000000.00,32572000000.00,,-434000000.00,,,3989000000.00,26446000000.00,,219002000000.00,4407000000.00,58230000000.00,3960000000.00,76450000000.00,438000000.00,5000000000.00,20000000.00,7424000000.00,17747000000.00,43142000000.00,3656000000.00,9063000000.00,4319000000.00,1254000000.00,,,,29913000000.00,363000000.00,250000000.00,,,30026000000.00,7444000000.00,,,22582000000.00,19475000000.00,,3107000000.00,,,2.5000,2.5000,-12264000000.00,,,10318000000.00,6976000000.00,3342000000.00,,
2264,601318,XSHG,2016-10-28,2016-09-30,2015-09-30,Q3,9,1,473206000000.00,269671000000.00,296831000000.00,46000000.00,18767000000.00,8393000000.00,-61000000.00,106523000000.00,,2000000.00,,,18125000000.00,78946000000.00,,392464000000.00,13954000000.00,86010000000.00,9508000000.00,116568000000.00,2108000000.00,6509000000.00,5000000.00,15970000000.00,37894000000.00,77659000000.00,5769000000.00,27505000000.00,24090000000.00,3685000000.00,,,,80742000000.00,376000000.00,150000000.00,,,80968000000.00,24563000000.00,,,56405000000.00,48276000000.00,,8129000000.00,,,2.6400,2.6400,-13161000000.00,,,43244000000.00,34881000000.00,8363000000.00,,
26952,601336,XSHG,2014-03-27,2013-12-31,2012-12-31,A,12,1,116921000000.00,97589000000.00,97719000000.00,,-5000000.00,135000000.00,505000000.00,18336000000.00,,-37000000.00,,,528000000.00,,,114356000000.00,18093000000.00,7840000000.00,932000000.00,63876000000.00,-1021000000.00,,,134000000.00,6960000000.00,9875000000.00,90000000.00,2566000000.00,5013000000.00,,,,,2565000000.00,23000000.00,300000000.00,,,2288000000.00,-646000000.00,,,2934000000.00,2933000000.00,,1000000.00,,,.9400,.9400,2853000000.00,,,5787000000.00,5786000000.00,1000000.00,,
26952,601336,XSHG,2017-08-30,2017-06-30,2017-06-30,S1,6,1,77070000000.00,60149000000.00,61239000000.00,,636000000.00,454000000.00,138000000.00,16589000000.00,118000000.00,-157000000.00,,,351000000.00,,,72099000000.00,22119000000.00,23427000000.00,288000000.00,8709000000.00,48000000.00,,,75000000.00,8794000000.00,7016000000.00,67000000.00,1643000000.00,719000000.00,,,,,4971000000.00,27000000.00,119000000.00,,,4879000000.00,1642000000.00,,,3237000000.00,3237000000.00,,,,,1.0400,1.0400,824000000.00,,,4061000000.00,4061000000.00,,,
26952,601336,XSHG,2017-08-30,2017-06-30,2016-06-30,S1,6,1,87451000000.00,70302000000.00,71035000000.00,,446000000.00,287000000.00,-175000000.00,16927000000.00,39000000.00,142000000.00,,,255000000.00,,,83275000000.00,26812000000.00,20720000000.00,901000000.00,20032000000.00,-1103000000.00,,,63000000.00,7416000000.00,6372000000.00,53000000.00,1269000000.00,442000000.00,,,,,4176000000.00,96000000.00,40000000.00,,,4232000000.00,898000000.00,,,3334000000.00,3333000000.00,,1000000.00,,,1.0700,1.0700,-2540000000.00,,,794000000.00,793000000.00,1000000.00,,
26952,601336,XSHG,2012-10-30,2012-09-30,2011-09-30,Q3,9,1,84618000000.00,74571000000.00,74361000000.00,,-383000000.00,173000000.00,-1359000000.00,11181000000.00,,-145000000.00,,,370000000.00,,,82001000000.00,10734000000.00,5019000000.00,62000000.00,52982000000.00,-339000000.00,,,143000000.00,5426000000.00,6294000000.00,31000000.00,1084000000.00,73000000.00,,,,,2617000000.00,34000000.00,95000000.00,,,2556000000.00,286000000.00,,,2270000000.00,2269000000.00,,1000000.00,,,1.0600,1.0600,-3974000000.00,,,-1704000000.00,-1705000000.00,1000000.00,,
26952,601336,XSHG,2012-08-30,2012-06-30,2011-06-30,S1,6,1,57812000000.00,50707000000.00,50662000000.00,,-238000000.00,193000000.00,-464000000.00,7390000000.00,,-70000000.00,,,249000000.00,,,55739000000.00,6139000000.00,3776000000.00,45000000.00,37427000000.00,-219000000.00,,,92000000.00,3667000000.00,4018000000.00,20000000.00,707000000.00,-241000000.00,,,,,2073000000.00,33000000.00,56000000.00,,,2050000000.00,275000000.00,,,1775000000.00,1775000000.00,,,,,.9300,.9300,-1871000000.00,,,-96000000.00,-96000000.00,,,
26952,601336,XSHG,2013-04-27,2013-03-31,2012-03-31,Q1,3,1,38790000000.00,34899000000.00,35076000000.00,,-45000000.00,222000000.00,365000000.00,3415000000.00,,-12000000.00,,,123000000.00,,,37898000000.00,4741000000.00,2224000000.00,272000000.00,25390000000.00,-332000000.00,,,31000000.00,2115000000.00,2235000000.00,13000000.00,595000000.00,520000000.00,,,,,892000000.00,,32000000.00,,,860000000.00,92000000.00,,,768000000.00,768000000.00,,,,,.2500,.2500,808000000.00,,,1576000000.00,1576000000.00,,,
26952,601336,XSHG,2012-04-27,2012-03-31,2011-03-31,Q1,3,1,34214000000.00,30188000000.00,30239000000.00,,-133000000.00,184000000.00,-273000000.00,4207000000.00,,-39000000.00,,,131000000.00,,,32756000000.00,3032000000.00,2157000000.00,28000000.00,23297000000.00,-114000000.00,,,80000000.00,2077000000.00,1940000000.00,7000000.00,382000000.00,-288000000.00,,,,,1458000000.00,29000000.00,23000000.00,,,1464000000.00,269000000.00,,,1195000000.00,1195000000.00,,,,,1.0000,1.0000,-1058000000.00,,,137000000.00,137000000.00,,,
26952,601336,XSHG,2013-08-28,2013-06-30,2012-06-30,S1,6,1,65351000000.00,55763000000.00,55950000000.00,,-40000000.00,227000000.00,272000000.00,9046000000.00,,28000000.00,,,242000000.00,,,63786000000.00,8559000000.00,3935000000.00,447000000.00,39642000000.00,-487000000.00,,,71000000.00,3796000000.00,4540000000.00,23000000.00,1210000000.00,2016000000.00,,,,,1565000000.00,5000000.00,62000000.00,,,1508000000.00,-397000000.00,,,1905000000.00,1904000000.00,,1000000.00,,,.6100,.6100,1946000000.00,,,3851000000.00,3850000000.00,1000000.00,,
26952,601336,XSHG,2014-08-27,2014-06-30,2013-06-30,S1,6,1,62691000000.00,50941000000.00,51344000000.00,,161000000.00,242000000.00,-573000000.00,12120000000.00,-12000000.00,-167000000.00,,,370000000.00,,,60138000000.00,13260000000.00,4913000000.00,175000000.00,31875000000.00,-98000000.00,,,60000000.00,3075000000.00,4533000000.00,41000000.00,1613000000.00,927000000.00,,,,,2553000000.00,1000000.00,58000000.00,,,2496000000.00,308000000.00,,,2188000000.00,2187000000.00,,1000000.00,,,.7000,.7000,-375000000.00,,,1813000000.00,1812000000.00,1000000.00,,
26952,601336,XSHG,2016-08-31,2016-06-30,2015-06-30,S1,6,1,103997000000.00,72177000000.00,72661000000.00,,333000000.00,151000000.00,-122000000.00,31624000000.00,255000000.00,-9000000.00,,,327000000.00,,,95111000000.00,39422000000.00,13040000000.00,132000000.00,28853000000.00,113000000.00,,,959000000.00,5165000000.00,5824000000.00,74000000.00,2143000000.00,24000000.00,,,,,8886000000.00,3000000.00,46000000.00,,,8843000000.00,2090000000.00,,,6753000000.00,6752000000.00,,1000000.00,,,2.1600,2.1600,2473000000.00,,,9226000000.00,9225000000.00,1000000.00,,
26952,601336,XSHG,2012-03-29,2011-12-31,2010-12-31,A,12,1,102513000000.00,91583000000.00,91679000000.00,,-32000000.00,128000000.00,-158000000.00,10684000000.00,,-52000000.00,,,456000000.00,,,100227000000.00,7710000000.00,5518000000.00,88000000.00,70510000000.00,39000000.00,,,128000000.00,7179000000.00,8443000000.00,33000000.00,1168000000.00,-269000000.00,,,,,2286000000.00,171000000.00,202000000.00,,,2255000000.00,5000000.00,,,2250000000.00,2249000000.00,,1000000.00,,,1.8700,1.8700,80000000.00,,,2330000000.00,2329000000.00,1000000.00,,
26952,601336,XSHG,2016-03-30,2015-12-31,2014-12-31,A,12,1,143187000000.00,109271000000.00,109868000000.00,,404000000.00,193000000.00,324000000.00,33022000000.00,539000000.00,30000000.00,,,540000000.00,,,135796000000.00,49026000000.00,17121000000.00,179000000.00,46155000000.00,106000000.00,,,235000000.00,7613000000.00,11451000000.00,116000000.00,3572000000.00,1024000000.00,,,,,7391000000.00,469000000.00,78000000.00,,,7782000000.00,1375000000.00,,,6407000000.00,6406000000.00,,1000000.00,,,2.0500,2.0500,3107000000.00,,,9514000000.00,9513000000.00,1000000.00,,
26952,601336,XSHG,2014-04-30,2014-03-31,2013-03-31,Q1,3,1,37256000000.00,31324000000.00,31615000000.00,,85000000.00,206000000.00,-280000000.00,6113000000.00,,-28000000.00,,,127000000.00,,,35448000000.00,7338000000.00,2792000000.00,109000000.00,20780000000.00,-73000000.00,,,26000000.00,1727000000.00,2189000000.00,19000000.00,465000000.00,186000000.00,,,,,1808000000.00,,30000000.00,,,1778000000.00,312000000.00,,,1466000000.00,1465000000.00,,1000000.00,,,.4700,.4700,72000000.00,,,1538000000.00,1537000000.00,1000000.00,,
26952,601336,XSHG,2011-11-22,2011-06-30,2009-12-31,A,12,1,73674000000.00,64998000000.00,65040000000.00,,-30000000.00,72000000.00,932000000.00,7197000000.00,,-2000000.00,,,549000000.00,.00,,70965000000.00,5249000000.00,5555000000.00,73000000.00,45944000000.00,-20000000.00,,,116000000.00,5450000000.00,7261000000.00,55000000.00,1432000000.00,66000000.00,,,,,2709000000.00,9000000.00,67000000.00,.00,,2651000000.00,-10000000.00,,,2661000000.00,2660000000.00,,1000000.00,,,2.2200,2.2200,198000000.00,,,2859000000.00,2858000000.00,1000000.00,,
26952,601336,XSHG,2015-04-30,2015-03-31,2014-03-31,Q1,3,1,55231000000.00,48071000000.00,48365000000.00,,108000000.00,186000000.00,51000000.00,6895000000.00,141000000.00,84000000.00,,,130000000.00,,,53390000000.00,10576000000.00,3977000000.00,46000000.00,32796000000.00,3000000.00,,,36000000.00,2476000000.00,2635000000.00,31000000.00,717000000.00,257000000.00,,,,,1841000000.00,1000000.00,12000000.00,,,1830000000.00,270000000.00,,,1560000000.00,1560000000.00,,,,,.5000,.5000,-1000000.00,,,1559000000.00,1559000000.00,,,
26952,601336,XSHG,2013-03-27,2012-12-31,2011-12-31,A,12,1,109209000000.00,95310000000.00,94797000000.00,,-584000000.00,71000000.00,-1228000000.00,14826000000.00,,-206000000.00,,,507000000.00,,,105824000000.00,15047000000.00,6115000000.00,93000000.00,65548000000.00,-534000000.00,,,140000000.00,7265000000.00,9272000000.00,43000000.00,1556000000.00,483000000.00,,,,,3385000000.00,39000000.00,149000000.00,,,3275000000.00,475000000.00,,,2800000000.00,2799000000.00,,1000000.00,,,1.2400,1.2400,-3693000000.00,,,-893000000.00,-894000000.00,1000000.00,,
26952,601336,XSHG,2013-10-31,2013-09-30,2012-09-30,Q3,9,1,91932000000.00,77621000000.00,77826000000.00,,-14000000.00,219000000.00,33000000.00,13845000000.00,,44000000.00,,,389000000.00,,,89975000000.00,12946000000.00,5718000000.00,705000000.00,52433000000.00,-726000000.00,,,95000000.00,5282000000.00,6888000000.00,39000000.00,1862000000.00,4769000000.00,,,,,1957000000.00,6000000.00,82000000.00,,,1881000000.00,-444000000.00,,,2325000000.00,2324000000.00,,1000000.00,,,.7400,.7400,2066000000.00,,,4391000000.00,4390000000.00,1000000.00,,
