PARTY_ID_机构内部ID,TICKER_SYMBOL_股票代码,EXCHANGE_CD_交易市场代码,PUBLISH_DATE_发布日期,END_DATE_REP_报告截止日期,END_DATE_截止日期,REPORT_TYPE_报告类型,FISCAL_PERIOD_会计区间,MERGED_FLAG_合并标志,REVENUE_营业收入,N_INT_INCOME_利息净收入,INT_INCOME_利息收入,INT_EXP_利息支出,N_COMMIS_INCOME_手续费及佣金净收入,COMMIS_INCOME_手续费及佣金收入,COMMIS_EXP_手续费及佣金支出,INVEST_INCOME_投资收益,A_J_INVEST_INCOME_其中对联营企业和合营企业的投资收益,F_VALUE_CHG_GAIN_公允价值变动收益,FOREX_GAIN_汇兑收益,ASSETS_DISP_GAIN_资产处置收益,OTH_GAIN_其他收益,OTH_OPER_REV_其他业务收入,SPEC_OR_营业收入特殊项目,AOR_营业收入调整项目,COGS_营业支出,BIZ_TAX_SURCHG_营业税金及附加,GENL_ADMIN_EXP_业务及管理费,ASSETS_IMPAIR_LOSS_资产减值损失,OTH_OPER_COSTS_其他业务成本,SPEC_OP_营业支出特殊项目,AOP_营业支出调整项目,OTH_EFFECT_OP_影响营业利润的调整项目,AE_EFFECT_OP_影响营业利润的差错金额,OPERATE_PROFIT_营业利润,NOPERATE_INCOME_营业外收入,NOPERATE_EXP_营业外支出,AE_FFECT_TP_影响利润总额的调整金额,T_PROFIT_利润总额,INCOME_TAX_所得税费用,OTH_EFFECT_NP_影响净利润的调整项目,AE_EFFECT_NP_影响净利润的差错金额,N_INCOME_净利润,N_INCOME_ATTR_P_归属于母公司所有者的净利润,N_INCOME_BMA_被合并方在合并前实现的净利润,MINORITY_GAIN_少数股东损益,OTH_EFFECT_NPP_影响净利润分配的调整项目,AE_EFFECT_NPP_影响净利润分配的差错金额,BASIC_EPS_基本每股收益,DILUTED_EPS_稀释每股收益,OTH_COMPR_INCOME_其他综合收益,OTH_EFFECT_CI_影响综合收益总额的调整项目,AE_EFFECT_CI_影响综合收益总额的差错金额,T_COMPR_INCOME_综合收益总额,COMPR_INC_ATTR_P_归属于母公司所有者的综合收益总额,COMPR_INC_ATTR_M_S_归属于少数股东的综合收益总额,OTH_EFFECT_PCI_影响综合收益总额分配的调整项目,AE_EFFECT_PCI_影响综合收益总额分配的差错金额
2,000001,XSHE,2010-04-29,2010-03-31,2009-03-31,Q1,3,1,3760604000.00,3299257000.00,5872666000.00,2573409000.00,195809000.00,241290000.00,45481000.00,185933000.00,,-27290000.00,78117000.00,,,28778000.00,,,2246970000.00,259374000.00,1465687000.00,521909000.00,,,,,,1513634000.00,1185000.00,-2300000.00,,1517119000.00,395042000.00,,,1122077000.00,1122077000.00,,,,,.3600,.3600,-450738000.00,,,671339000.00,671339000.00,,,
2,000001,XSHE,2013-03-08,2012-12-31,2011-12-31,A,12,1,29643061000.00,25289774000.00,52269492000.00,26979718000.00,3664669000.00,4129600000.00,464931000.00,284753000.00,45000000.00,6005000.00,264977000.00,,,132883000.00,,,16510360000.00,2506344000.00,11855442000.00,2148574000.00,,,,,,13132701000.00,174416000.00,49628000.00,,13257489000.00,2866998000.00,,,10390491000.00,10278631000.00,,111860000.00,,,2.4700,2.4700,450562000.00,,,10841053000.00,10721543000.00,119510000.00,,
2,000001,XSHE,2014-03-07,2013-12-31,2012-12-31,A,12,1,39749000000.00,33036000000.00,74614000000.00,41578000000.00,5722000000.00,6450000000.00,728000000.00,623000000.00,43000000.00,-29000000.00,243000000.00,,,154000000.00,,,22206000000.00,3412000000.00,15664000000.00,3130000000.00,,,,,,17543000000.00,98000000.00,89000000.00,,17552000000.00,4040000000.00,,,13512000000.00,13403000000.00,,109000000.00,,,1.6400,1.6400,-890000000.00,,,12622000000.00,12495000000.00,127000000.00,,
2,000001,XSHE,2018-03-15,2017-12-31,2016-12-31,A,12,1,107715000000.00,76411000000.00,131119000000.00,54708000000.00,27859000000.00,31309000000.00,3450000000.00,2368000000.00,-141000000.00,49000000.00,882000000.00,,,146000000.00,,,77936000000.00,3445000000.00,27973000000.00,46518000000.00,,,,,,29779000000.00,221000000.00,65000000.00,,29935000000.00,7336000000.00,,,22599000000.00,22599000000.00,,,,,1.3200,1.3200,308000000.00,,,22907000000.00,22907000000.00,,,
2,000001,XSHE,2017-03-17,2016-12-31,2015-12-31,A,12,1,96163000000.00,68461000000.00,134153000000.00,65692000000.00,24083000000.00,26681000000.00,2598000000.00,3924000000.00,46000000.00,107000000.00,-573000000.00,,,161000000.00,,,67268000000.00,6671000000.00,30112000000.00,30485000000.00,,,,,,28895000000.00,40000000.00,89000000.00,,28846000000.00,6981000000.00,,,21865000000.00,21865000000.00,,,,,1.3000,1.3000,734000000.00,,,22599000000.00,22599000000.00,,,
2,000001,XSHE,2018-03-15,2017-12-31,2017-12-31,A,12,1,105786000000.00,74009000000.00,148068000000.00,74059000000.00,30674000000.00,35725000000.00,5051000000.00,632000000.00,,-61000000.00,166000000.00,10000000.00,170000000.00,186000000.00,,,75563000000.00,1022000000.00,31616000000.00,42925000000.00,,,,,,30223000000.00,38000000.00,104000000.00,,30157000000.00,6968000000.00,,,23189000000.00,23189000000.00,,,,,1.3000,1.3000,281000000.00,,,23470000000.00,23470000000.00,,,
2,000001,XSHE,2012-04-26,2012-03-31,2011-03-31,Q1,3,1,5815038000.00,5104330000.00,9219837000.00,4115507000.00,481694000.00,543868000.00,62174000.00,124516000.00,,8297000.00,64612000.00,,,31589000.00,,,2755081000.00,446055000.00,2067870000.00,241156000.00,,,,,,3059957000.00,15669000.00,6527000.00,,3069099000.00,666900000.00,,,2402199000.00,2402199000.00,,,,,.6900,.6900,26460000.00,,,2428659000.00,2428659000.00,,,
2,000001,XSHE,2013-04-24,2013-03-31,2012-03-31,Q1,3,1,9724000000.00,7955000000.00,18332000000.00,10377000000.00,1448000000.00,1596000000.00,148000000.00,215000000.00,,-9000000.00,84000000.00,,,31000000.00,,,5259000000.00,860000000.00,3713000000.00,686000000.00,,,,,,4465000000.00,14000000.00,2000000.00,,4477000000.00,982000000.00,,,3495000000.00,3429000000.00,,66000000.00,,,.6700,.6700,81000000.00,,,3576000000.00,3504000000.00,72000000.00,,
2,000001,XSHE,2013-10-23,2013-09-30,2012-09-30,Q3,9,1,29531000000.00,24560000000.00,56174000000.00,31614000000.00,4155000000.00,4660000000.00,505000000.00,597000000.00,,-34000000.00,173000000.00,,,80000000.00,,,16172000000.00,2570000000.00,11387000000.00,2215000000.00,,,,,,13359000000.00,74000000.00,21000000.00,,13412000000.00,3066000000.00,,,10346000000.00,10237000000.00,,109000000.00,,,1.2500,1.2500,-798000000.00,,,9548000000.00,9421000000.00,127000000.00,,
2,000001,XSHE,2015-08-14,2015-06-30,2014-06-30,S1,6,1,34733000000.00,24554000000.00,56950000000.00,32396000000.00,7771000000.00,8941000000.00,1170000000.00,2173000000.00,9000000.00,68000000.00,80000000.00,,,87000000.00,,,21388000000.00,2681000000.00,13055000000.00,5652000000.00,,,,,,13345000000.00,17000000.00,34000000.00,,13328000000.00,3256000000.00,,,10072000000.00,10072000000.00,,,,,.7300,.7300,310000000.00,,,10382000000.00,10382000000.00,,,
2364,002142,XSHE,2017-04-28,2017-03-31,2016-03-31,Q1,3,1,6075851000.00,4464306000.00,8533897000.00,4069591000.00,1541563000.00,1712409000.00,170846000.00,424500000.00,,-335291000.00,-25363000.00,,,6136000.00,,,3658667000.00,319467000.00,1914864000.00,1422808000.00,1528000.00,,,,,2417184000.00,6192000.00,6048000.00,,2417328000.00,383463000.00,,,2033865000.00,2030235000.00,,3630000.00,,,.5200,.5200,201922000.00,,,2235787000.00,2231238000.00,4549000.00,,
2364,002142,XSHE,2018-03-29,2017-12-31,2017-12-31,A,12,1,25314320000.00,16388978000.00,36524250000.00,20135272000.00,5899937000.00,6375502000.00,475565000.00,3344688000.00,,-5559759000.00,5205064000.00,-8674000.00,13534000.00,30552000.00,,,15134415000.00,247472000.00,8766635000.00,6108069000.00,12239000.00,,,,,10179905000.00,29527000.00,46088000.00,,10163344000.00,807627000.00,,,9355717000.00,9333572000.00,,22145000.00,,,1.8000,1.7900,-2831317000.00,,,6524400000.00,6502409000.00,21991000.00,,
2364,002142,XSHE,2014-04-26,2013-12-31,2012-12-31,A,12,1,10341836000.00,9215572000.00,17839752000.00,8624180000.00,981762000.00,1141905000.00,160143000.00,33651000.00,,153076000.00,-86490000.00,,,44265000.00,,,5297288000.00,682715000.00,3529395000.00,1076350000.00,8828000.00,,,,,5044548000.00,71854000.00,18361000.00,,5098041000.00,1029904000.00,,,4068137000.00,4068137000.00,,,,,1.4100,1.4100,-88480000.00,,,3979657000.00,3979657000.00,,,
2364,002142,XSHE,2018-03-29,2017-12-31,2016-12-31,A,12,1,23645244000.00,17563379000.00,34256494000.00,16693115000.00,5543655000.00,6206195000.00,662540000.00,942832000.00,,1583972000.00,-2012688000.00,227000.00,,23867000.00,,,13991685000.00,563896000.00,8100523000.00,5320940000.00,6326000.00,,,,,9653559000.00,52932000.00,54413000.00,,9652078000.00,1829336000.00,,,7822742000.00,7810417000.00,,12325000.00,,,1.5000,1.5000,-555941000.00,,,7266801000.00,7254561000.00,12240000.00,,
2364,002142,XSHE,2014-10-28,2014-09-30,2013-09-30,Q3,9,1,9277091000.00,8279897000.00,17375000000.00,9095103000.00,1226064000.00,1352280000.00,126216000.00,-482374000.00,,88757000.00,138938000.00,,,25809000.00,.00,,4296414000.00,592599000.00,2954559000.00,749113000.00,143000.00,.00,,,,4980677000.00,13369000.00,32158000.00,,4961888000.00,1018058000.00,,,3943830000.00,3943830000.00,,.00,,,1.3700,1.3700,-314825000.00,,,3629005000.00,3629005000.00,.00,,
2364,002142,XSHE,2010-04-29,2010-03-31,2009-03-31,Q1,3,1,955215000.00,751406000.00,1140772000.00,389366000.00,89865000.00,107758000.00,17893000.00,5917000.00,,98961000.00,5546000.00,,,3520000.00,,,552916000.00,55159000.00,447753000.00,50000000.00,4000.00,,,,,402299000.00,5688000.00,895000.00,,407092000.00,53210000.00,,,353882000.00,353882000.00,,,,,.1400,.1400,-26025000.00,,,327857000.00,327857000.00,,,
2364,002142,XSHE,2010-10-29,2010-09-30,2009-09-30,Q3,9,1,2862687000.00,2485089000.00,3749056000.00,1263967000.00,275552000.00,321110000.00,45558000.00,15154000.00,,25070000.00,51458000.00,,,10364000.00,,,1646724000.00,182157000.00,1155201000.00,309060000.00,306000.00,,,,,1215963000.00,9847000.00,3893000.00,,1221917000.00,118605000.00,,,1103312000.00,1103312000.00,,,,,.4400,.4400,-19583000.00,,,1083729000.00,1083729000.00,,,
2364,002142,XSHE,2010-08-28,2010-06-30,2009-06-30,S1,6,1,1849872000.00,1572906000.00,2348878000.00,775972000.00,181522000.00,210347000.00,28825000.00,18266000.00,,36259000.00,35097000.00,,,5823000.00,,-1000.00,1052262000.00,114882000.00,773464000.00,163910000.00,6000.00,,,,,797610000.00,8997000.00,1997000.00,,804610000.00,98507000.00,,,706103000.00,706103000.00,,,,,.2800,.2800,-2975000.00,,,703128000.00,703128000.00,,,
2364,002142,XSHE,2016-10-22,2016-09-30,2015-09-30,Q3,9,1,14124299000.00,11636164000.00,23805729000.00,12169565000.00,2905747000.00,3218662000.00,312915000.00,-145185000.00,,225263000.00,-522456000.00,,,24766000.00,,,7495546000.00,777481000.00,4291672000.00,2414323000.00,12070000.00,,,,,6628753000.00,14592000.00,17749000.00,,6625596000.00,1281495000.00,,,5344101000.00,5320519000.00,,23582000.00,,,1.3600,1.3600,436318000.00,,,5780419000.00,5756947000.00,23472000.00,,
2364,002142,XSHE,2011-04-28,2011-03-31,2010-03-31,Q1,3,1,1326158000.00,1147730000.00,1820890000.00,673160000.00,145442000.00,165056000.00,19614000.00,-5954000.00,,-62685000.00,96758000.00,,,4867000.00,,,703477000.00,95856000.00,543636000.00,61698000.00,2287000.00,,,,,622681000.00,984000.00,1542000.00,,622123000.00,124071000.00,,,498052000.00,498052000.00,,,,,.2000,.2000,17201000.00,,,515253000.00,515253000.00,,,
2364,002142,XSHE,2011-08-30,2011-06-30,2010-06-30,S1,6,1,2696661000.00,2373953000.00,3865917000.00,1491964000.00,260275000.00,309329000.00,49053000.00,-4364000.00,.00,-302267000.00,237226000.00,,,131838000.00,.00,.00,1331506000.00,199123000.00,1002843000.00,129527000.00,12000.00,.00,1000.00,.00,.00,1365155000.00,160809000.00,5352000.00,.00,1520612000.00,258066000.00,.00,.00,1262546000.00,1262546000.00,,.00,.00,.00,.5100,.5100,31649000.00,.00,.00,1294195000.00,1294195000.00,.00,.00,.00
2,000001,XSHE,2015-10-23,2015-09-30,2014-09-30,Q3,9,1,54651000000.00,38418000000.00,87570000000.00,49152000000.00,12797000000.00,14473000000.00,1676000000.00,3305000000.00,,27000000.00,-53000000.00,,,157000000.00,,,33880000000.00,4123000000.00,20056000000.00,9701000000.00,,,,,,20771000000.00,30000000.00,53000000.00,,20748000000.00,5054000000.00,,,15694000000.00,15694000000.00,,,,,1.1400,1.1400,481000000.00,,,16175000000.00,16175000000.00,,,
2,000001,XSHE,2011-04-27,2011-03-31,2010-03-31,Q1,3,1,4084252000.00,3610289000.00,5934702000.00,2324413000.00,317610000.00,366699000.00,49089000.00,58549000.00,,16824000.00,52189000.00,,,28791000.00,,,2089101000.00,284743000.00,1684886000.00,119472000.00,,,,,,1995151000.00,3082000.00,1212000.00,,1997021000.00,418903000.00,,,1578118000.00,1578118000.00,,,,,.5100,.5100,62100000.00,,,1640218000.00,1640218000.00,,,
2,000001,XSHE,2018-04-20,2018-03-31,2018-03-31,Q1,3,1,28026000000.00,18687000000.00,40944000000.00,22257000000.00,8594000000.00,9947000000.00,1353000000.00,416000000.00,,373000000.00,-178000000.00,44000000.00,14000000.00,76000000.00,,,19442000000.00,261000000.00,8510000000.00,10671000000.00,,,,,,8584000000.00,5000000.00,22000000.00,,8567000000.00,1972000000.00,,,6595000000.00,6595000000.00,,,,,.3300,.3300,151000000.00,,,6746000000.00,6746000000.00,,,
2,000001,XSHE,2018-04-20,2018-03-31,2017-03-31,Q1,3,1,27726000000.00,18869000000.00,35045000000.00,16176000000.00,8150000000.00,9125000000.00,975000000.00,611000000.00,,-25000000.00,45000000.00,2000000.00,12000000.00,62000000.00,,,19484000000.00,246000000.00,6804000000.00,12434000000.00,,,,,,8242000000.00,1000000.00,13000000.00,,8230000000.00,2016000000.00,,,6214000000.00,6214000000.00,,,,,.3100,.3100,228000000.00,,,6442000000.00,6442000000.00,,,
2,000001,XSHE,2012-03-09,2011-12-31,2010-12-31,A,12,1,17971773000.00,15829192000.00,26251790000.00,10422598000.00,1585142000.00,1836376000.00,251234000.00,228525000.00,60824000.00,-19071000.00,213921000.00,,,134064000.00,,,10171825000.00,1324595000.00,7359114000.00,1488116000.00,,,,,,7799948000.00,165320000.00,16854000.00,,7948414000.00,1701877000.00,,,6246537000.00,6246537000.00,,,,,1.9000,1.9000,-162479000.00,,,6084058000.00,6084058000.00,,,
2,000001,XSHE,2017-10-21,2017-09-30,2017-09-30,Q3,9,1,79833000000.00,55482000000.00,108875000000.00,53393000000.00,23161000000.00,26646000000.00,3485000000.00,644000000.00,,34000000.00,280000000.00,,,130000000.00,102000000.00,,54833000000.00,745000000.00,21268000000.00,32820000000.00,,,,,,25000000000.00,28000000.00,89000000.00,,24939000000.00,5786000000.00,,,19153000000.00,19153000000.00,,,,,1.0600,1.0600,374000000.00,,,19527000000.00,19527000000.00,,,
2,000001,XSHE,2017-10-21,2017-09-30,2016-09-30,Q3,9,1,81968000000.00,56792000000.00,98003000000.00,41211000000.00,21945000000.00,24261000000.00,2316000000.00,2466000000.00,,110000000.00,568000000.00,,,87000000.00,,,57423000000.00,3100000000.00,22708000000.00,31615000000.00,,,,,,24545000000.00,52000000.00,37000000.00,,24560000000.00,5841000000.00,,,18719000000.00,18719000000.00,,,,,1.0900,1.0900,245000000.00,,,18964000000.00,18964000000.00,,,
2,000001,XSHE,2010-08-25,2010-06-30,2009-06-30,S1,6,1,7490850000.00,6363534000.00,11171292000.00,4807758000.00,478065000.00,569812000.00,91747000.00,507544000.00,18336000.00,-41009000.00,122232000.00,,,60484000.00,,,4569321000.00,522352000.00,2942937000.00,1104032000.00,,,,,,2921529000.00,18426000.00,10476000.00,,2929479000.00,618091000.00,,,2311388000.00,2311388000.00,,,,,.7400,.7400,-724786000.00,,,1586602000.00,1586602000.00,,,
2,000001,XSHE,2015-04-24,2015-03-31,2014-03-31,Q1,3,1,16100000000.00,11550000000.00,27904000000.00,16354000000.00,3207000000.00,3879000000.00,672000000.00,1279000000.00,,58000000.00,-37000000.00,,,43000000.00,,,9388000000.00,1259000000.00,6062000000.00,2067000000.00,,,,,,6712000000.00,3000000.00,18000000.00,,6697000000.00,1643000000.00,,,5054000000.00,5054000000.00,,,,,.3700,.3700,165000000.00,,,5219000000.00,5219000000.00,,,
2,000001,XSHE,2013-08-23,2013-06-30,2012-06-30,S1,6,1,19626000000.00,16157000000.00,37227000000.00,21070000000.00,2779000000.00,3099000000.00,320000000.00,452000000.00,15000000.00,-11000000.00,184000000.00,,,65000000.00,,,10789000000.00,1736000000.00,7483000000.00,1570000000.00,,,,,,8837000000.00,59000000.00,17000000.00,,8879000000.00,2009000000.00,,,6870000000.00,6761000000.00,,109000000.00,,,.8200,.8200,262000000.00,,,7132000000.00,7006000000.00,126000000.00,,
2,000001,XSHE,2011-08-18,2011-06-30,2010-06-30,S1,6,1,8496111000.00,7409212000.00,12179595000.00,4770383000.00,749825000.00,864728000.00,114903000.00,172377000.00,40824000.00,-7646000.00,98840000.00,,,73503000.00,,,4691283000.00,606891000.00,3590483000.00,493909000.00,,,,,,3804828000.00,75395000.00,8476000.00,,3871747000.00,838628000.00,,,3033119000.00,3033119000.00,,,,,.9800,.9800,11112000.00,,,3044231000.00,3044231000.00,,,
17747,002839,XSHE,2018-04-24,2018-03-31,2017-03-31,Q1,3,1,603401658.16,519207809.33,1001511191.43,482303382.10,37418553.53,42066386.98,4647833.45,40479569.06,10890409.76,2581047.29,2776699.14,,,937979.81,,,397349971.69,3090608.92,230437799.96,163821562.81,,,,,,206051686.47,2778551.06,414588.32,,208415649.21,4078763.38,,,204336885.83,203729264.47,,607621.36,,,.1200,.1200,-96792109.56,,,107544776.27,106937154.91,607621.36,,
37396,600901,XSHG,2018-04-04,2017-12-31,2017-12-31,A,12,1,1942685968.46,1450102906.16,3095693365.66,1645590459.50,480672815.51,505693946.55,25021131.04,2964736.98,,-5463139.58,4325982.10,156931.95,969280.00,8956455.34,,,594287320.85,5205520.80,194834918.73,390622161.42,3624719.90,,,,,1348398647.61,836797.88,878619.05,,1348356826.44,337727727.44,,,1010629099.00,1010629099.00,,,,,.4300,.4300,34832912.22,,,1045462011.22,1045462011.22,,,
37396,600901,XSHG,2018-04-04,2017-12-31,2016-12-31,A,12,1,1809784316.06,1399041637.37,2485830079.29,1086788441.92,410312295.89,434287346.21,23975050.32,712800.00,,-2547645.15,,43964.23,,2221263.72,,,712448005.15,22593986.38,126802398.49,558901420.88,4150199.40,,,,,1097336310.91,2218490.75,497617.80,,1099057183.86,275014226.27,,,824042957.59,824042957.59,,,,,.3500,.3500,5552515.70,,,829595473.29,829595473.29,,,
37396,600901,XSHG,2018-04-28,2018-03-31,2018-03-31,Q1,3,1,601151153.50,430445213.81,920406990.23,489961776.42,120912569.18,129554304.60,8641735.42,50895741.18,,-20689576.98,18050959.46,,,1536246.85,,,169796817.58,3453336.30,47629251.06,117893458.81,820771.41,,,,,431354335.92,17377.04,,,431371712.96,106193126.76,,,325178586.20,325178586.20,,,,,.1300,.1300,-40385427.92,,,284793158.28,284793158.28,,,
37396,600901,XSHG,2018-04-28,2018-03-31,2017-03-31,Q1,3,1,573701368.17,405309824.17,749610063.55,344300239.38,164879339.34,170315314.01,5435974.67,522152.80,,2547645.15,,,,442406.71,,,176835374.40,2037829.05,35231470.49,137835394.94,1730679.92,,,,,396865993.77,504394.11,103711.36,,397266676.52,99564064.43,,,297702612.09,297702612.09,,,,,.1300,.1300,230973.91,,,297933586.00,297933586.00,,,
37396,600901,XSHG,2018-02-06,2017-09-30,2017-09-30,Q3,9,1,1508568703.13,1117629201.58,2290072743.09,1172443541.51,378396330.83,396913581.88,18517251.05,2964736.98,,8402983.75,-3242591.85,,,7221498.62,-2803456.78,,352986489.18,3553216.02,127182665.68,222250607.48,,,,,,1155582213.95,425259.19,628355.72,,1155379117.42,288769521.83,,,866609595.59,866609595.59,,,,,.3700,.3700,223182.87,,,866832778.46,866832778.46,,,
37396,600901,XSHG,2018-02-06,2017-09-30,2015-12-31,A,12,1,1324552156.32,952880298.78,2016051025.40,1063170726.62,369809747.95,384163334.63,14353586.68,,,,,,,2726876.13,-864766.54,,437742785.68,33586226.86,81826618.70,322329940.12,,,,,,886809370.64,90574527.12,278288.51,,977105609.25,244661994.90,,,732443614.35,732443614.35,,,,,.3100,.3100,,,,732443614.35,732443614.35,,,
37396,600901,XSHG,2018-02-06,2017-09-30,2014-12-31,A,12,1,1055778799.51,723518951.44,1596391684.91,872872733.47,330247741.34,341451901.59,11204160.25,,,,,,,2489605.45,-477498.72,,320416493.00,27879562.95,68088767.25,224448162.80,,,,,,735362306.51,72879168.65,84505.63,,808156969.53,202160783.26,,,605996186.27,605996186.27,,,,,.2600,.2600,,,,605996186.27,605996186.27,,,
23490,600919,XSHG,2017-04-27,2017-03-31,2016-03-31,Q1,3,1,8041590000.00,6346882000.00,14965325000.00,8618443000.00,1696173000.00,1744116000.00,47943000.00,10570000.00,,-22784000.00,2537000.00,,,8212000.00,,,4701281000.00,530960000.00,2210477000.00,1958848000.00,996000.00,,,,,3340309000.00,27425000.00,5429000.00,,3362305000.00,669890000.00,,,2692415000.00,2687348000.00,,5067000.00,,,.2600,.2600,-35110000.00,,,2657305000.00,2652238000.00,5067000.00,,
23490,600919,XSHG,2016-11-02,2016-09-30,2015-09-30,Q3,9,1,21043318000.00,18167841000.00,44532014000.00,26364173000.00,2876995000.00,2954580000.00,77585000.00,73942000.00,,-277000.00,-87338000.00,,,12155000.00,,,11629531000.00,1469774000.00,5930718000.00,4227896000.00,1143000.00,,,,,9413787000.00,43085000.00,25791000.00,,9431081000.00,2073000000.00,,,7358081000.00,7350536000.00,,7545000.00,,,.7100,.7100,311322000.00,,,7669403000.00,7661858000.00,7545000.00,,
23490,600919,XSHG,2018-04-25,2017-12-31,2017-12-31,A,12,1,33839211000.00,27814652000.00,75893481000.00,48078829000.00,5779024000.00,6076971000.00,297947000.00,228547000.00,,-706392000.00,587121000.00,83398000.00,36342000.00,16519000.00,,,20044735000.00,371553000.00,9746399000.00,9923489000.00,3294000.00,,,,,13794476000.00,31805000.00,36717000.00,,13789564000.00,1773594000.00,,,12015970000.00,11874997000.00,,140973000.00,,,1.0300,1.0300,-1318071000.00,,,10697899000.00,10556926000.00,140973000.00,,
23490,600919,XSHG,2018-04-25,2017-12-31,2016-12-31,A,12,1,31455906000.00,25245088000.00,59975221000.00,34730133000.00,5821795000.00,5940431000.00,118636000.00,22830000.00,,602577000.00,-356019000.00,96861000.00,,22774000.00,,,17890257000.00,948006000.00,9161145000.00,7778672000.00,2434000.00,,,,,13565649000.00,45693000.00,87360000.00,,13523982000.00,2887054000.00,,,10636928000.00,10610579000.00,,26349000.00,,,.9800,.9800,-233680000.00,,,10403248000.00,10376899000.00,26349000.00,,
23490,600919,XSHG,2016-06-28,2015-12-31,2013-12-31,A,12,1,22325709000.00,19817785000.00,37754617000.00,17936832000.00,2382976000.00,2459378000.00,76402000.00,22105000.00,,-27207000.00,109268000.00,,,20782000.00,,,11445863000.00,1522431000.00,7208641000.00,2711969000.00,2822000.00,,,,,10879846000.00,184355000.00,21975000.00,,11042226000.00,2842863000.00,,,8199363000.00,8185502000.00,,13861000.00,,,.8600,.8600,-295106000.00,,,7904257000.00,7890396000.00,13861000.00,,
23490,600919,XSHG,2009-10-19,2009-06-30,2009-06-30,S1,6,1,8383358738.17,2798431266.58,4970335947.21,2171904680.63,293298269.81,310402623.36,17104353.55,,,,18944963.89,,,2457354.45,.00,5270226883.44,6706325488.46,294841854.30,,,803286925.52,.00,5608196708.64,,-294841854.30,1382191395.41,535740687.59,7416667.26,.00,1910515415.74,489078654.16,1421436761.58,.00,1421436761.58,1421436761.58,,,,,,,,,,1421436761.58,1421436761.58,,,
23490,600919,XSHG,2010-04-28,2009-12-31,2009-12-31,A,12,1,8425633000.00,7806819000.00,12651915000.00,4845096000.00,492590000.00,526896000.00,34306000.00,58845000.00,,-5770000.00,44832000.00,,,28317000.00,.00,,5005225000.00,603566000.00,3200852000.00,1185097000.00,15710000.00,.00,,,,3420408000.00,156257000.00,49881000.00,,3526784000.00,905434000.00,,,2621350000.00,2621350000.00,,,,,.3300,,-166117000.00,,,2455233000.00,2455233000.00,,,
23490,600919,XSHG,2011-04-29,2010-12-31,2010-12-31,A,12,1,11447516000.00,10540806000.00,16104454000.00,5563648000.00,735347000.00,784922000.00,49575000.00,111582000.00,37000.00,-45402000.00,81940000.00,,,23243000.00,.00,,5912616000.00,722924000.00,4136843000.00,1049171000.00,3678000.00,.00,,,,5534900000.00,171578000.00,77113000.00,,5629365000.00,1443884000.00,,,4185481000.00,4185481000.00,,,,,.4700,,-30794000.00,,,4154687000.00,4154687000.00,,,
23490,600919,XSHG,2011-09-02,2011-06-30,2011-06-30,S1,6,1,7704657968.31,6004348906.05,14282814076.38,8278465170.33,779058179.87,798002754.30,18944574.43,844351459.07,,16837538.80,49647439.52,,,10414445.00,.00,,3993302209.87,480960591.60,2279727257.66,1231313430.64,1300929.97,.00,,,,3711355758.44,203740101.20,18923294.84,,3896172564.80,978221115.68,,,2917951449.12,2917951449.12,,,,,.3200,.3200,,,,2917951449.12,2917951449.12,,,
23490,600919,XSHG,2014-04-29,2013-12-31,2011-12-31,A,12,1,16524174000.00,14880016000.00,24134130000.00,9254114000.00,1293972000.00,1339458000.00,45486000.00,197672000.00,1749000.00,30748000.00,100673000.00,,,21093000.00,.00,,8956885000.00,1051152000.00,5624479000.00,2266272000.00,14982000.00,.00,,,,7567289000.00,306765000.00,56402000.00,,7817652000.00,1983771000.00,,,5833881000.00,5833881000.00,,,,,.6400,,13273000.00,,,5847154000.00,5847154000.00,,,
23490,600919,XSHG,2014-04-29,2013-12-31,2012-12-31,A,12,1,19805578000.00,17601837000.00,32398639000.00,14796802000.00,1707893000.00,1798834000.00,90941000.00,383673000.00,6254000.00,-18328000.00,109531000.00,,,20972000.00,.00,,10280686000.00,1360561000.00,6617403000.00,2292461000.00,10261000.00,.00,,,,9524892000.00,121573000.00,20588000.00,,9625877000.00,2590126000.00,,,7035751000.00,7035751000.00,,,,,.7900,,20364000.00,,,7056115000.00,7056115000.00,,,
23490,600919,XSHG,2017-03-20,2016-12-31,2015-12-31,A,12,1,28047070000.00,23971402000.00,58787675000.00,34816273000.00,3899399000.00,4026094000.00,126695000.00,195544000.00,,-5690000.00,-71554000.00,,,57969000.00,,,16002178000.00,1990939000.00,8236857000.00,5772658000.00,1724000.00,,,,,12044892000.00,85666000.00,48490000.00,,12082068000.00,2577260000.00,,,9504808000.00,9497433000.00,,7375000.00,,,.9100,.9100,554365000.00,,,10059173000.00,10051798000.00,7375000.00,,
23490,600919,XSHG,2017-10-31,2017-09-30,2017-09-30,Q3,9,1,25578197000.00,20835625000.00,55254225000.00,34418600000.00,4625628000.00,4809427000.00,183799000.00,188503000.00,,-685434000.00,604376000.00,,,9499000.00,,,14970591000.00,253261000.00,6956445000.00,7758252000.00,2633000.00,,,,,10607606000.00,85975000.00,19408000.00,,10674173000.00,1396975000.00,,,9277198000.00,9185756000.00,,91442000.00,,,.8000,.8000,-995211000.00,,,8281987000.00,8190545000.00,91442000.00,,
