PARTY_ID_机构内部ID,TICKER_SYMBOL_股票代码,EXCHANGE_CD_交易市场代码,PUBLISH_DATE_发布日期,END_DATE_REP_报告截止日期,END_DATE_截止日期,REPORT_TYPE_报告类型,FISCAL_PERIOD_会计区间,MERGED_FLAG_合并标志,REVENUE_营业收入,N_COMMIS_INCOME_手续费及佣金净收入,N_SEC_TA_INCOME_其中代理买卖证券业务净收入,N_UNDWRT_SEC_INCOME_证券承销业务净收入,N_TRUST_INCOME_委托客户资产管理业务净收入,N_INT_INCOME_利息净收入,INVEST_INCOME_投资收益,A_J_INVEST_INCOME_其中对联营企业和合营企业的投资收益,F_VALUE_CHG_GAIN_公允价值变动收益,FOREX_GAIN_汇兑收益,ASSETS_DISP_GAIN_资产处置收益,OTH_GAIN_其他收益,OTH_OPER_REV_其他业务收入,SPEC_OR_营业收入特殊项目,AOR_营业收入调整项目,COGS_营业支出,BIZ_TAX_SURCHG_营业税金及附加,GENL_ADMIN_EXP_业务及管理费,ASSETS_IMPAIR_LOSS_资产减值损失,OTH_OPER_COSTS_其他业务成本,SPEC_OP_营业支出特殊项目,AOP_营业支出调整项目,OTH_EFFECT_OP_影响营业利润的调整项目,AE_EFFECT_OP_影响营业利润的差错金额,OPERATE_PROFIT_营业利润,NOPERATE_INCOME_营业外收入,NOPERATE_EXP_营业外支出,OTH_EFFECT_TP_影响利润总额的调整项目,AE_FFECT_TP_影响利润总额的差错金额,T_PROFIT_利润总额,INCOME_TAX_所得税费用,OTH_EFFECT_NP_影响净利润的调整项目,AE_EFFECT_NP_影响净利润的差错金额,N_INCOME_净利润,N_INCOME_ATTR_P_归属于母公司所有者的净利润,N_INCOME_BMA_被合并方在合并前实现的净利润,MINORITY_GAIN_少数股东损益,OTH_EFFECT_NPP_影响净利润分配的调整项目,AE_EFFECT_NPP_影响净利润分配的差错金额,BASIC_EPS_基本每股收益,DILUTED_EPS_稀释每股收益,OTH_COMPR_INCOME_其他综合收益,OTH_EFFECT_CI_影响综合收益总额的调整项目,AE_EFFECT_CI_影响综合收益总额的差错金额,T_COMPR_INCOME_综合收益总额,COMPR_INC_ATTR_P_归属于母公司所有者的综合收益总额,COMPR_INC_ATTR_M_S_归属于少数股东的综合收益总额,OTH_EFFECT_PCI_影响综合收益总额分配的调整项目,AE_EFFECT_PCI_影响综合收益总额分配的差错金额
26537,002500,XSHE,2017-04-25,2017-03-31,2016-03-31,Q1,3,1,373114797.00,320223060.00,177819760.00,121770700.00,7938743.00,76506352.00,5146878.00,,-53220206.00,-190136.00,,,24648849.00,,,288504732.00,26006727.00,239242771.00,-93152.00,23348386.00,,,,,84610065.00,361901.00,1012261.00,,,83959705.00,20836209.00,,,63123496.00,51032045.00,,12091451.00,,,.0187,.0187,-253221893.00,,,-190098397.00,-202189848.00,12091451.00,,
26537,002500,XSHE,2014-07-31,2014-03-31,2012-12-31,A,12,1,1048016031.00,666141931.00,446261017.00,213417979.00,6216444.00,289524076.00,83587424.00,,4624266.00,-35146.00,,,4173480.00,.00,,862576247.00,45860767.00,808606896.00,8108584.00,,.00,,,,185439784.00,7038051.00,798652.00,.00,,191679183.00,48281868.00,,,143397315.00,141798506.00,,1598809.00,,,.0600,.0600,60753055.00,,,204150370.00,202551561.00,1598809.00,,
26537,002500,XSHE,2014-07-31,2014-03-31,2011-12-31,A,12,1,1098085408.00,800930817.00,598539729.00,195198558.00,7192530.00,303611835.00,-14466572.00,,4902301.00,-1062925.00,,,4169952.00,.00,,836799433.00,47337992.00,789461441.00,,,.00,,,,261285975.00,12016493.00,684111.00,.00,,272618357.00,78950979.00,,,193667378.00,193056986.00,,610392.00,,,.0800,.0800,-59990365.00,,,133677013.00,133066621.00,610392.00,,
26537,002500,XSHE,2017-04-29,2016-12-31,2015-12-31,A,12,1,3838500324.00,2607719787.00,1854366135.00,708071244.00,14915354.00,350430941.00,653093081.00,,80164693.00,1251495.00,,,145840327.00,,,1841477884.00,237141260.00,1462703666.00,3831746.00,137801212.00,,,,,1997022440.00,11896460.00,4934698.00,,,2003984202.00,522614963.00,,,1481369239.00,1438829425.00,,42539814.00,,,.5700,.5700,83244600.00,,,1564613839.00,1521169284.00,43444555.00,,
26537,002500,XSHE,2014-08-19,2014-06-30,2013-06-30,S1,6,1,577120232.00,387502345.00,270606677.00,113192938.00,5723314.00,139084877.00,48102127.00,,69309.00,-384934.00,,,2746508.00,,,448194309.00,30797640.00,416450365.00,946304.00,,,,,,128925923.00,969227.00,970950.00,,,128924200.00,38044643.00,,,90879557.00,95405294.00,,-4525737.00,,,.0400,.0400,18132152.00,,,109011709.00,113537446.00,-4525737.00,,
26537,002500,XSHE,2013-08-20,2013-06-30,2012-06-30,S1,6,1,490204852.00,286231827.00,201931963.00,29159216.00,3330995.00,159182393.00,41965553.00,,810327.00,81827.00,,,1932925.00,,,391224401.00,19357678.00,371866723.00,,,,,,,98980451.00,2375286.00,126828.00,,,101228909.00,23289743.00,,,77939166.00,85662702.00,,-7723536.00,,,.0400,.0400,65208970.00,,,143148136.00,150871672.00,-7723536.00,,
26537,002500,XSHE,2013-04-25,2013-03-31,2012-03-31,Q1,3,1,251344613.00,164065815.00,102500387.00,27681247.00,2060365.00,87001120.00,530798.00,,-919315.00,-17425.00,,,683620.00,,,180104697.00,9685159.00,170419538.00,,,,,,,71239916.00,,58807.00,,,71181109.00,16715915.00,,,54465194.00,53646885.00,,818309.00,,,.0224,.0224,34614521.00,,,89079715.00,88261406.00,818309.00,,
26537,002500,XSHE,2016-08-23,2016-06-30,2015-06-30,S1,6,1,2433478944.00,1500171253.00,1156662819.00,333382345.00,4555904.00,281816343.00,579007794.00,,61816697.00,-1504.00,,,10668361.00,,,805896502.00,148071912.00,649071748.00,,8752842.00,,,,,1627582442.00,2496487.00,100715.00,,,1629978214.00,399832688.00,,,1230145526.00,1203444270.00,,26701256.00,,,.4778,.4778,21624219.00,,,1251769745.00,1225068489.00,26701256.00,,
26537,002500,XSHE,2018-04-03,2017-12-31,2017-12-31,A,12,1,4392996390.00,1168177951.00,476210667.00,565205894.00,55816016.00,56429917.00,1019002380.00,,18554581.00,-2808073.00,467548.00,6358339.00,2126813747.00,,,3762999594.00,24271574.00,1447771855.00,163619446.00,2127336719.00,,,,,629996796.00,1163387.00,3457693.00,,,627702490.00,185308543.00,,,442393947.00,408901264.00,,33492683.00,,,.1400,.1400,106257094.00,,,548651041.00,478378173.00,70272868.00,,
26537,002500,XSHE,2018-04-03,2017-12-31,2016-12-31,A,12,1,2345649721.00,1483565623.00,631585246.00,744931631.00,37692812.00,266197158.00,422282717.00,,-128324785.00,1027005.00,24602.00,,300877401.00,,,1646780183.00,61814600.00,1289073393.00,13500749.00,282391441.00,,,,,698869538.00,16721836.00,7939418.00,,,707651956.00,180075937.00,,,527576019.00,467685616.00,,59890403.00,,,.1700,.1700,-199571581.00,,,328004438.00,257070973.00,70933465.00,,
26537,002500,XSHE,2018-04-24,2018-03-31,2018-03-31,Q1,3,1,1328759707.00,178993883.00,99206753.00,36727523.00,26365409.00,-6214972.00,211043104.00,,-1167991.00,-393885.00,-215047.00,34.00,946714581.00,,,1218867564.00,3885678.00,274489125.00,-683650.00,941176411.00,,,,,109892143.00,246432.00,208224.00,,,109930351.00,26528784.00,,,83401567.00,87800775.00,,-4399208.00,,,.0310,.0310,-34982420.00,,,48419147.00,52773800.00,-4354653.00,,
26537,002500,XSHE,2018-04-24,2018-03-31,2017-03-31,Q1,3,1,840526389.00,318955026.00,129081678.00,159302407.00,9393258.00,25648034.00,252946596.00,,37975601.00,-156538.00,407453.00,4996.00,204745221.00,,,620763819.00,5851253.00,323211012.00,88297686.00,203403868.00,,,,,219762570.00,245540.00,254721.00,,,219753389.00,62529799.00,,,157223590.00,140403874.00,,16819716.00,,,.0496,.0496,41669420.00,,,198893010.00,181441578.00,17451432.00,,
26537,002500,XSHE,2015-04-21,2015-03-31,2014-03-31,Q1,3,1,442874703.00,199991763.00,154877191.00,43930775.00,1183797.00,123078151.00,127111718.00,,-8002916.00,231144.00,,,464843.00,.00,,263507837.00,23181494.00,240326343.00,,,.00,,,,179366866.00,238079.00,1586528.00,.00,,178018417.00,45347488.00,,,132670929.00,133876703.00,,-1205774.00,,,.0532,.0532,-64366290.00,,,68304639.00,68133891.00,170748.00,,
26537,002500,XSHE,2016-10-22,2016-09-30,2015-09-30,Q3,9,1,2852488074.00,1996746655.00,1543639740.00,429419726.00,9114802.00,289504752.00,479037518.00,,29118131.00,840347.00,,,57240671.00,,,1162606778.00,181668055.00,926523581.00,,54415142.00,,,,,1689881296.00,2869382.00,634166.00,,,1692116512.00,420394047.00,,,1271722465.00,1241555660.00,,30166805.00,,,.4929,.4929,-86854516.00,,,1184867949.00,1154701144.00,30166805.00,,
26653,002673,XSHE,2014-10-25,2014-09-30,2013-09-30,Q3,9,1,869766272.75,548654870.12,517543593.10,20155842.76,7751430.42,162841875.30,139143296.30,-14256903.88,17577291.85,-337648.52,,,1886587.70,,,515914345.13,41583591.42,469586469.89,3217984.35,1526299.47,,,,,353851927.62,920152.94,777341.47,,,353994739.09,91384825.99,,,262609913.10,262462638.90,,147274.20,,,.2200,.2200,8260972.07,,,270870885.17,270723610.97,147274.20,,
26653,002673,XSHE,2016-10-24,2016-09-30,2015-09-30,Q3,9,1,4096395039.41,2725231179.76,2216619731.87,423072408.28,81712831.62,566346386.68,764220476.77,-97988.95,33741601.34,686657.74,,,6168737.12,,,1804012356.16,244734408.69,1540327967.69,16662410.33,2287569.75,,-.30,,,2292382683.25,12223606.06,1024810.93,,,2303581478.38,577079032.50,,,1726502445.88,1727893806.67,,-1391360.79,,,.6300,.6300,-6562972.48,,,1719939473.40,1721479680.79,-1540207.39,,
26653,002673,XSHE,2018-04-20,2017-12-31,2016-12-31,A,12,1,3406329331.96,2002797897.39,937322779.48,864376106.16,104997294.43,396268038.49,1366861659.45,5267583.16,-363798071.02,1279117.75,,,2920689.90,,,1961568754.26,99122058.91,1848137000.41,14309694.94,,,,,,1444760577.70,25909027.96,1117579.01,,,1469552026.65,356371471.95,,,1113180554.70,1124621115.06,,-11440560.36,,,.4023,.4023,-240232678.65,,,872947876.05,884388436.41,-11440560.36,,
26653,002673,XSHE,2016-07-25,2016-06-30,2015-06-30,S1,6,1,3015296001.91,1792496083.00,1617574437.79,137304106.90,34517274.81,362415739.51,697937694.01,-58852.53,159816614.54,-6645.80,,,2636516.65,,,999682794.99,165619324.18,794685609.14,37710916.16,1666945.51,,,,,2015613206.92,6957603.67,335047.98,,,2022235762.61,506998595.58,,,1515237167.03,1518030052.96,,-2792885.93,,,.5600,.5600,98263688.37,,,1613500855.40,1616417723.22,-2916867.82,,
26653,002673,XSHE,2018-04-20,2018-03-31,2018-03-31,Q1,3,1,563325386.63,281042530.58,151626951.83,74582729.35,19779147.98,36869012.42,289631656.61,-181099.32,-44420221.18,-774093.77,,,976501.97,,,379261762.89,5435177.68,380473559.64,-6646974.43,,,,,,184063623.74,43005719.08,46062.26,,,227023280.56,64304234.73,,,162719045.83,162446878.62,,272167.21,,,.0500,.0500,-88664026.00,,,74055019.83,73782852.62,272167.21,,
26653,002673,XSHE,2018-04-20,2018-03-31,2017-03-31,Q1,3,1,663273986.06,370223491.96,187584333.71,128798293.65,52685968.04,156693625.98,145497177.15,18129.61,-10610994.71,-118861.41,,,1589547.09,,,416659385.75,6095320.62,410278376.32,285688.81,,,,,,246614600.31,356573.76,47171.84,,,246924002.23,65730708.49,,,181193293.74,181928119.53,,-734825.79,,,.0700,.0700,4869308.11,,,186062601.85,186797427.64,-734825.79,,
26653,002673,XSHE,2018-04-20,2017-12-31,2017-12-31,A,12,1,3169944961.76,1546760280.90,696494704.74,595799242.43,104988495.95,375796113.87,1134306910.62,262014.21,107979438.11,-1252198.18,,3745661.87,2608754.57,,,2190594331.69,25500836.04,1654798791.06,510294704.59,,,,,,979350630.07,6996141.55,2635069.41,,,983711702.21,229215067.27,,,754496634.94,752270907.74,,2225727.20,,,.2303,.2303,45085819.20,,,799582454.14,797356726.94,2225727.20,,
26653,002673,XSHE,2014-04-25,2014-03-31,2013-03-31,Q1,3,1,353577152.74,177934957.88,174566148.60,1058401.00,1397753.01,56351133.18,77434809.77,-4403362.26,41507016.61,-45131.70,,,394367.00,,,169470190.63,14704340.67,154252634.98,,513214.98,,,,,184106962.11,11120.00,,,,184118082.11,47129111.11,,,136988971.00,136926790.08,,62180.92,,,.1100,.1100,4067320.76,,,141056291.76,140994110.84,62180.92,,
26653,002673,XSHE,2014-07-29,2014-06-30,2013-06-30,S1,6,1,565682836.11,340434844.62,320327512.62,13977801.00,3277854.45,103417656.21,113195473.20,-9818048.73,8092315.80,-262868.53,,,805414.81,,,330782209.83,27123261.08,300392752.54,2257858.46,1008337.75,,,,,234900626.28,67552.10,264407.10,,,234703771.28,60452370.24,,,174251401.04,174104126.84,,147274.20,,,.1500,.1500,5143939.99,,,179395341.03,179248066.83,147274.20,,
26653,002673,XSHE,2013-07-31,2013-06-30,2012-06-30,S1,6,1,423435028.91,269259374.87,256129291.45,,1441826.78,111854791.03,34969436.74,-6624485.19,6071403.39,60271.26,,,1219751.62,,,286210236.30,19312066.38,266312298.60,.00,585871.32,,,,,137224792.61,1700031.13,9874.29,,,138914949.45,36752307.46,,,102162641.99,102207737.82,,-45095.83,,,.1000,.1000,37471852.98,,,139634494.97,139679590.80,-45095.83,,
26653,002673,XSHE,2017-04-26,2017-03-31,2016-03-31,Q1,3,1,917085752.44,525752774.26,269548916.78,217788705.83,13301082.84,121306127.35,271287786.28,-63608.56,-4457715.61,-111488.79,,,3308268.95,,,551344700.26,56219561.67,501441429.62,-6773605.71,457314.68,,,,,365741052.18,1583581.68,151182.98,,,367173450.88,94623983.78,,,272549467.10,276571110.24,,-4021643.14,,,.1000,.1000,-209759547.54,,,62789919.56,66811562.70,-4021643.14,,
26653,002673,XSHE,2011-10-20,2011-06-30,2011-06-30,S1,6,1,647987500.00,436123100.00,404201800.00,15918000.00,2739200.00,74385500.00,136723200.00,-10604000.00,-131000.00,-333200.00,,,1219800.00,.00,100.00,351380000.00,35336700.00,315573900.00,,469400.00,.00,,,-100.00,296607400.00,1884800.00,815900.00,.00,,297676300.00,71405500.00,,100.00,226270900.00,226522700.00,,-251900.00,,100.00,.2300,.2300,-150140100.00,,,76130800.00,76382600.00,-251900.00,,100.00
26653,002673,XSHE,2017-04-26,2016-12-31,2015-12-31,A,12,1,5640878792.18,3572698208.98,2716381883.08,712554432.97,53263949.40,743717927.17,1082503690.53,3852.69,237517883.36,1068590.05,,,3372492.09,,,3005164022.13,322573132.09,2656312743.38,26278146.66,,,,,,2635714770.05,13259342.73,1753169.67,,,2647220943.11,679375026.77,,,1967845916.34,1972662987.16,,-4817070.82,,,.7200,.7200,147573713.64,,,2115419629.98,2120543029.19,-5123399.21,,
26653,002673,XSHE,2015-08-21,2015-06-30,2014-06-30,S1,6,1,551883538.60,340409428.03,280007772.37,46835127.72,12706151.51,146005769.18,47559875.63,-9891538.45,16649452.79,142072.94,,,1116940.03,.00,,343660487.15,26408149.38,315075285.66,1554263.61,622788.50,.00,,,,208223051.45,1262199.09,1489140.85,.00,,207996109.69,55698180.80,,,152297928.89,152297928.89,,,,,.1300,.1300,32394339.42,,,184692268.31,184692268.31,,,
26653,002673,XSHE,2013-04-22,2012-12-31,2011-12-31,A,12,1,1032792520.97,772927987.54,661962842.67,72675000.00,4689365.76,178692407.65,73314346.01,-21667305.22,6133145.67,-714749.25,,,2439383.35,,,730865733.12,57277900.79,672161275.37,292789.35,1133767.61,,,,,301926787.85,6419244.29,903358.57,,,307442673.57,84775979.59,,,222666693.98,223237142.83,,-570448.85,,,.2200,.2200,-168963827.54,,,53702866.44,54273315.29,-570448.85,,
26653,002673,XSHE,2017-08-16,2017-06-30,2017-06-30,S1,6,1,1425041690.43,670385563.21,348475961.31,207308912.81,48778704.84,300330264.23,341687131.51,-1106314.00,112224033.15,-449290.34,,,863988.67,,,830995855.72,11736607.06,776728375.61,42530873.05,,,,,,594045834.71,1867528.78,1373729.48,,,594539634.01,157326738.55,,,437212895.46,437454770.86,,-241875.40,,,.1400,.1400,40525191.43,,,477738086.89,477979962.29,-241875.40,,
26653,002673,XSHE,2017-08-16,2017-06-30,2016-06-30,S1,6,1,1698567707.39,979448905.04,509984360.17,396250646.81,24490022.63,210354055.31,591576684.41,-175700.10,-91789674.85,375587.24,,,8602150.24,,,937945187.55,81201228.62,863522552.41,-6778593.48,,,,,,760622519.84,22023414.95,542204.28,,,782103730.51,200419387.06,,,581684343.45,588801653.91,,-7117310.46,,,.2100,.2100,-182233511.29,,,399450832.16,406568142.62,-7117310.46,,
26653,002673,XSHE,2015-10-28,2015-09-30,2014-09-30,Q3,9,1,1118696262.51,659039341.67,527382842.28,108326062.38,20999238.39,229521728.74,195072062.88,-14173451.35,33200122.60,135466.19,,,1727540.43,,,552684797.38,54390178.86,495898405.36,1389575.47,1006637.69,,,,,566011465.13,4694318.15,1848353.07,,,568857430.21,146754285.36,,,422103144.85,422103144.85,,,,,.3500,.3500,67533072.52,,,489636217.37,489636217.37,,,
26653,002673,XSHE,2015-09-18,2015-03-31,2012-12-31,A,12,1,796435589.11,493502750.85,448289021.43,16660000.00,1867861.67,236336974.86,22556984.92,-6789451.70,41703970.46,-30783.30,,,2365691.32,.00,,638267564.45,33278283.21,570484741.11,33238645.55,1265894.58,.00,,,,158168024.66,8054489.47,673549.28,.00,,165548964.85,46897973.09,,,118650991.77,118815072.49,,-164080.72,,,.1000,.1000,28237256.26,,,146888248.03,147052328.75,-164080.72,,
26653,002673,XSHE,2016-04-21,2016-03-31,2015-03-31,Q1,3,1,1093795941.51,580563015.22,493362896.43,77378026.79,8154137.99,106605178.72,333964317.31,-1636.82,71409713.14,44552.25,,,1209164.87,,,404671887.91,58744399.33,324747091.43,20690656.07,489741.08,,,,,689124053.60,28524.97,52123.01,,,689100455.56,174341825.61,,,514758629.95,518808582.88,,-4049952.93,,,.3700,.3700,13346254.20,,,528104884.15,532343467.21,-4238583.06,,
26653,002673,XSHE,2016-04-21,2015-12-31,2014-12-31,A,12,1,1938470480.53,1189419888.71,951187604.68,201085367.66,25814627.01,319470859.04,345710148.06,-15626427.39,80842065.32,42159.31,,,2985360.09,,,1054094265.72,106851846.08,939927728.59,5839837.72,1474853.33,,,,,884376214.81,8563118.99,2431580.30,,,890507753.50,230028200.30,,,660479553.20,663854622.42,,-3375069.22,,,.5500,.5500,118923819.48,,,779403372.68,782694627.90,-3291255.22,,
26653,002673,XSHE,2015-09-18,2015-03-31,2013-12-31,A,12,1,1132328589.81,733259049.83,687522978.47,35235838.35,7440573.74,241967933.46,189122439.56,-22124005.79,-33873053.04,-465968.09,,,2318188.09,.00,,754610204.77,57600235.22,695862889.93,-916026.54,2063106.16,.00,,,,377718385.04,1785529.94,1107703.26,.00,,378396211.72,103055249.37,,,275340962.35,275147001.30,,193961.05,,,.2300,.2300,15270145.05,,,290611107.40,290417146.35,193961.05,,
26653,002673,XSHE,2012-04-13,2011-12-31,2009-12-31,A,12,1,1743799400.00,1502730600.00,1448731700.00,36458000.00,861489.40,115289800.00,130190400.00,,-6856400.00,-13600.00,,,2458600.00,.00,,694282100.00,91863500.00,601960000.00,27800.00,430800.00,.00,,,,1049517300.00,2317500.00,811400.00,.00,,1051023400.00,259666900.00,,-100.00,791356400.00,791580900.00,,-224400.00,,-100.00,.7900,.7900,47590700.00,,100.00,838947200.00,839171600.00,-224400.00,,
26653,002673,XSHE,2012-05-02,2012-03-31,2011-03-31,Q1,3,1,443452825.00,255788122.35,222988456.75,23590000.00,1127764.94,35513037.64,149983641.64,,1865886.75,-145346.11,,,447482.73,.00,,173908613.42,22696870.42,150982487.57,,229255.43,.00,,,,269544211.58,22488.80,700539.22,.00,,268866161.16,68783999.97,,,200082161.19,200230794.49,,-148633.30,,,.2000,.2000,,,,200082161.19,200082161.19,,,
26653,002673,XSHE,2013-04-22,2013-03-31,2012-03-31,Q1,3,1,209165829.95,140549328.55,133925936.85,,726147.38,59787499.66,10625022.59,-3763445.93,-2555842.81,-12446.96,,,772268.92,,,131649025.25,9776534.71,121571134.59,.00,301355.95,,,,,77516804.70,33018.00,5763.20,,,77544059.50,20520005.04,,,57024054.46,57035871.64,,-11817.18,,,.0600,.0600,10305819.81,,,67329874.27,67341691.45,-11817.18,,
26653,002673,XSHE,2012-04-13,2011-12-31,2010-12-31,A,12,1,1536421800.00,1272429900.00,1096067700.00,139210800.00,4355300.00,125922100.00,143106900.00,-22187200.00,-6935900.00,-445100.00,,,2344000.00,,-100.00,831517400.00,80724000.00,749757000.00,63300.00,973100.00,.00,,,,704904400.00,12003400.00,5279900.00,.00,,711627900.00,174537800.00,,,537090100.00,537084100.00,,6000.00,,,.5400,.5400,98185400.00,,,635275500.00,635269500.00,6000.00,,
26653,002673,XSHE,2013-10-23,2013-09-30,2012-09-30,Q3,9,1,645650421.33,402822584.66,351790443.64,27115000.00,2127304.83,172774836.12,73321668.40,-958898.36,-5015939.65,100756.49,,,1646515.31,,,427595210.85,28851702.18,397854794.39,,888714.28,,,,,218055210.48,1765622.81,19532.00,,,219801301.29,55539276.11,,,164262025.18,164371729.66,,-109704.48,,,.1500,.1500,8711097.77,,,172973122.95,173082827.43,-109704.48,,
26653,002673,XSHE,2017-10-30,2017-09-30,2017-09-30,Q3,9,1,2243003506.82,1084318216.54,545968908.38,365046067.22,67489521.95,370075093.49,640668525.95,-1551338.10,148006299.90,-928617.73,,,863988.67,,,1288542595.18,19743257.38,1225419175.31,43380162.49,,,,,,954460911.64,5228188.84,1936366.88,,,957752733.60,247868915.85,,,709883817.75,710007246.20,,-123428.45,,,.2200,.2200,49007605.20,,,758891422.95,759014851.40,-123428.45,,
26653,002673,XSHE,2017-10-30,2017-09-30,2016-09-30,Q3,9,1,2584733124.37,1384966332.41,733065213.51,547897478.52,40888326.87,312224299.45,916482712.59,-21531.03,-41115726.78,505826.95,,,11669679.75,,,1365883316.71,88462316.00,1280612118.65,-3191117.94,,,,,,1218849807.66,22985819.93,852346.17,,,1240983281.42,315972377.16,,,925010904.26,935256660.38,,-10245756.12,,,.3300,.3300,-164655460.46,,,760355443.80,770601199.92,-10245756.12,,
26653,002673,XSHE,2015-04-28,2015-03-31,2014-03-31,Q1,3,1,283144739.76,190020120.02,161860252.20,21452513.12,6274937.32,78417647.42,23947395.42,-4942433.39,-9809686.85,137663.37,,,431600.38,,,172529235.58,14565929.60,157030665.73,625607.31,307032.94,,,,,110615504.18,47086.27,1450414.64,,,109212175.81,29764921.06,,,79447254.75,79447254.75,,,,,.0700,.0700,460650.06,,,79907904.81,79907904.81,,,
26500,002736,XSHE,2015-04-29,2015-03-31,2014-03-31,Q1,3,1,2367401578.07,1504757337.70,930385132.36,506806914.82,42079380.85,286979294.63,511961784.62,33475601.01,54465383.37,391541.70,,,8846236.05,,,1099726092.27,124340058.46,883772355.97,89288168.01,2325509.83,,,,,1267675485.80,3651645.54,742602.85,,,1270584528.49,315425388.55,,,955159139.94,950107596.97,,5051542.97,,,.1400,.1400,-193035703.78,,,762123436.16,757071893.19,5051542.97,,
26500,002736,XSHE,2016-10-29,2016-09-30,2015-09-30,Q3,9,1,22043035590.68,14896931502.97,12971594968.95,1520712842.26,216719755.15,2896414941.86,5606040868.09,279197841.71,-1423828524.81,31723519.48,,,35753283.09,,,7369033836.63,1428450050.32,5492711441.50,436035945.53,11836399.28,,,,,14674001754.05,46262329.34,14830957.99,,,14705433125.40,3622922958.40,,,11082510167.00,11082582570.50,,-72403.50,,,1.3500,1.3500,-742723876.63,,,10339786290.37,10339858693.87,-72403.50,,
26500,002736,XSHE,2015-10-28,2015-09-30,2014-09-30,Q3,9,1,7191442984.38,4538287537.92,3086754435.47,1263614984.75,123729342.44,941823525.20,1251525821.77,81269784.61,442527011.64,-9391284.83,,,26670372.68,.00,,3573330182.56,390427857.87,2912638095.58,262954523.61,7309705.50,.00,,,,3618112801.82,35759039.33,12406723.72,.00,,3641465117.43,873750887.84,,,2767714229.59,2752259168.83,,15455060.76,,,.4000,.4000,249804057.73,,,3017518287.32,3002063226.56,15455060.76,,
26500,002736,XSHE,2016-04-18,2016-03-31,2015-03-31,Q1,3,1,6381584569.48,3574964597.75,2920579686.30,495011588.47,66147441.56,851548363.11,1597860366.39,39160044.67,344120701.41,-3839217.87,,,16929758.69,,,2049344768.44,362502925.10,1542101852.17,141500696.28,3239294.89,,,,,4332239801.04,1189460.26,367059.80,,,4333062201.50,1077645444.44,,,3255416757.06,3255392700.38,,24056.68,,,.4000,.4000,168235414.93,,,3423652171.99,3423628115.31,24056.68,,
26500,002736,XSHE,2016-04-18,2015-12-31,2014-12-31,A,12,1,11792322619.69,7482443052.39,5626678076.66,1522972687.35,192007989.47,1488294980.18,2229278760.92,107003202.32,547331191.51,-610716.93,,,45585351.62,,,5283253499.70,646671373.50,4236977710.48,388817651.72,10786764.00,,,,,6509069119.99,46707118.69,14965550.96,,,6540810687.72,1597585044.99,,,4943225642.73,4927564849.42,,15660793.31,,,.7000,.7000,1129088042.03,,,6072313684.76,6056652891.45,15660793.31,,
26500,002736,XSHE,2016-08-29,2016-06-30,2015-06-30,S1,6,1,17472017372.02,10913689454.97,9500637090.66,1146801116.69,139580587.05,2363244133.08,3330330806.19,140365427.67,835147775.02,-3422833.72,,,33028036.48,,,5503062593.83,991920587.99,4083261944.41,419745421.54,8134639.89,,,,,11968954778.19,25095704.44,6672670.71,,,11987377811.92,2965556212.97,,,9021821598.95,9021795748.54,,25850.41,,,1.1000,1.1000,306586317.97,,,9328407916.92,9328382066.51,25850.41,,
26500,002736,XSHE,2015-04-29,2014-12-31,2013-12-31,A,12,1,6771922266.26,4915470802.08,3897874832.70,852004958.09,106194247.06,895888105.30,1187990762.33,116201937.96,-265981185.55,-1737611.08,,,40291393.18,.00,,4018659769.64,392859514.56,3203225238.74,409289150.39,13285865.95,.00,,,,2753262496.62,24554061.75,10171004.92,.00,,2767645553.45,668044301.65,,,2099601251.80,2101743057.35,,-2141805.55,,,.3000,.3000,-5763011.55,,,2093838240.25,2095980045.80,-2141805.55,,
26500,002736,XSHE,2015-08-25,2015-06-30,2014-06-30,S1,6,1,4293955555.95,2691682798.65,1677530246.37,879327865.04,85003807.58,568275650.12,832592849.44,54551859.81,191506301.29,-6732641.94,,,16630598.39,,,2280900333.54,231771214.95,1841923718.06,202607892.45,4597508.08,,,,,2013055222.41,33341290.40,8278902.64,,,2038117610.17,511854148.12,,,1526263462.05,1523963891.67,,2299570.38,,,.2200,.2200,-22041072.86,,,1504222389.19,1501922818.81,2299570.38,,
26500,002736,XSHE,2017-04-19,2016-12-31,2015-12-31,A,12,1,29139131599.01,18713463728.10,15780397730.26,2159202084.30,445164999.82,3547881783.97,7181443098.25,371337362.16,-415399842.65,70763057.97,,,40979773.37,,,10622544521.71,1782926764.91,7978742285.68,846892912.97,13982558.15,,,,,18516587077.30,98371497.62,20492387.04,,,18594466187.88,4645687516.71,,,13948778671.17,13949033996.79,,-255325.62,,,1.7000,1.7000,-283248393.27,,,13665530277.90,13665785603.52,-255325.62,,
26500,002736,XSHE,2013-02-28,2012-09-30,2010-12-31,A,12,1,7805459600.00,6855126600.00,5010753000.00,1737539900.00,75438000.00,661401200.00,295375100.00,135714200.00,-16865800.00,-3183400.00,,,13605900.00,.00,,3764597100.00,402927800.00,3354035700.00,3483600.00,4150100.00,,-100.00,,,4040862500.00,30081600.00,19833600.00,.00,,4051110500.00,940789100.00,,,3110321400.00,3110321400.00,,,,,,,-480078300.00,,,2630243100.00,2630243100.00,,,
