gpdm,real,pred,Îó²î
002262,926200257.9,939175023,0.014008596
002263,291382873.1,240555171.3,0.174436134
002264,1854919540,1898474991,0.023481046
002265,221357648.2,413212279.5,0.866717879
002266,225975429.1,245230182.9,0.085207289
002267,2896836572,2996397317,0.034368782
002268,144295679,198089568.7,0.372803192
002269,2177946209,1683556094,0.226998313
002270,156781918.3,367668970.6,1.345098048
002271,1904587601,2119380366,0.112776522
002272,109489227.9,105011018.9,0.040900909
002273,369793626.9,586985911.7,0.587333769
002274,1331144289,1688574033,0.268513148
002275,345601610.8,356959153.5,0.032863107
002276,1735786509,1387438609,0.200685913
002277,2334169031,2188664547,0.062336738
002278,93932019.35,110104850.6,0.172175914
002279,418189044.8,355337115,0.150295496
002280,3828264409,1147501609,0.700255393
002281,1207181302,1437735758,0.190985775
002282,237584139.1,144010373.3,0.393855273
002283,880321377.7,757655921.2,0.139341676
002284,1085956846,1141724952,0.051353888
002285,1466033209,1806135878,0.23198838
002286,386847215.2,407847902.4,0.054286774
002287,227009592.8,198757346,0.124453978
002288,298939756,340755572.9,0.139880414
002289,74074889.64,32554934.46,0.560513224
002290,380753231.7,324444459.2,0.147887839
002291,361383756.9,400907383.9,0.10936747
002292,739343973.5,986333994.2,0.334066456
002293,1171508750,1564344742,0.335324848
002294,1126387674,1046804998,0.070653007
002295,1283775781,1404301193,0.093883538
002296,75814258.11,78145466.85,0.030748949
002297,142202002.9,122175718,0.140829837
002298,447586908.8,547019149.6,0.222151807
002299,2351473831,2630157328,0.118514394
002300,973591896.2,864236150.7,0.112321955
002301,699408692.6,686099145.7,0.019029713
002302,2999607959,3219896278,0.073439037
002303,685815001,726034870.1,0.058645362
002304,9537587047,8859547514,0.071091307
002305,300550443.2,355956948.4,0.184350103
002306,19759846.44,17655350.6,0.106503654
002307,1133351190,1055339035,0.068833169
002308,216156645.9,194229642.8,0.101440338
002309,3244351753,4562658396,0.406338999
002310,2540218529,2058190493,0.189758491
002311,7259881519,5758069871,0.206864485
002312,165137812.9,180415195.7,0.09251293
002313,597608156.6,454606673.1,0.239289712
002314,791101614.1,1006049483,0.271707028
002315,189778249,278744713.1,0.468791679
002316,699882734,85970712.57,0.877164119
002317,597441677.7,502693004.7,0.158590665
002318,892794386.3,667641531.9,0.252188923
002319,111776861.4,94009240.84,0.158956159
002320,343639177.1,351702416.9,0.023464263
002321,1146344328,936742099.7,0.18284404
002322,89566098.41,138017413.8,0.540955967
002323,142140308.6,95872292.96,0.325509464
002324,829862943.7,924089276.1,0.113544451
002325,861100027.2,909194923.8,0.055852857
002326,614848462.4,748722765.4,0.217735444
002327,552332735.1,478430221.8,0.133800712
002328,979825136.9,665727087,0.320565413
002329,449199243.3,507482116.8,0.129748379
002330,566232445.7,440037713.8,0.222867363
002331,266991988.9,312782015.7,0.171503373
002332,829940103.4,644908226.9,0.22294606
002333,212099201.3,208288045.6,0.017968742
002334,402233420.7,537299735.5,0.335790881
002335,493074310.5,378816372.3,0.231725595
002336,2399357327,2314768525,0.035254775
002337,92241297.59,44849315.72,0.513782689
002338,81250634.31,91292469.83,0.123590857
002339,189960247.9,117627966.3,0.380775885
002340,3047638545,2408291396,0.209784441
002341,508595947.5,458435100.5,0.098626124
002342,334678783.4,327534217.3,0.021347532
002343,286285147.3,46120007.26,0.838901851
002344,403423019.5,378646996.3,0.0614145
002345,842155890.3,905378132.7,0.0750719
002346,164497220,98764783.8,0.399596031
002347,123391897.1,93100512.7,0.245489251
002348,170877555.9,172530086.6,0.009670847
002349,326250102.8,377002825.8,0.155563853
002350,369782096.5,369139823.6,0.001736896
002351,195860961.2,250452465.5,0.278725806
002352,20569946865,14156570329,0.311783816
002353,776283281.4,656324494.7,0.154529654
002354,741870814.8,1261171334,0.699987799
002355,454146713.6,545243677.8,0.200589284
002356,627445340,904192629.4,0.441069957
002357,254455815,287954883.7,0.131649845
002358,535575570.7,695512558.1,0.298626368
002359,852148565.2,426233151.1,0.499813567
002360,144562522.4,66124077.95,0.542591836
002361,353584307.3,399910193.4,0.131017936
002362,137347778.1,151522238.9,0.103201239
002363,460265467.2,468403147,0.017680405
002364,161589173.9,154203725.1,0.045705097
002365,227975737.9,207115197.1,0.091503337
002366,464631849.7,485391866.8,0.044680573
002367,711508170.4,722502715.8,0.015452451
002368,1424863579,1318900092,0.074367461
002369,777325391.3,616434651.3,0.206979911
002370,319164773,425409480.1,0.332883564
002371,542427314.3,537015353.3,0.009977302
002372,663020630.9,644139211.6,0.028477876
002373,1298997972,675232230.6,0.480189927
002374,358247496.3,422434973.9,0.179170764
002375,1869459904,1628019265,0.129149942
002376,535554699.9,416416271.4,0.222458002
002377,1015033029,62956421.44,0.937975987
002378,471982215.1,326180887.7,0.308912757
002379,311581740.5,272097284.7,0.126722624
002380,89737509.74,100896213.5,0.124348266
002381,304050617.8,294873879.2,0.030181615
002382,384864033.8,419983674.8,0.091252073
002383,879388022.1,476632191,0.457995584
002384,3552485282,3886582319,0.094046002
002385,4601386529,4415412057,0.04041705
002386,2972732053,2544483624,0.144058873
002387,10874081.88,533909.7567,0.950900705
002388,154431109.5,192211775.8,0.244644142
002389,452406404.9,291967656.9,0.354634122
002390,1511849328,1688990572,0.117168584
002391,647354096.3,567770588.4,0.122936594
002392,725492203.9,569797583.9,0.214605504
002393,393833565,336137946.2,0.146497465
002394,1006591639,952540669.2,0.053697019
002395,285451444.5,298391293.8,0.045331175
002396,1306083218,1179687150,0.096774897
002397,518738095,421670007.3,0.1871235
002398,454588214.9,490692518.1,0.079421996
002399,798062177.4,812055494.4,0.017534119
002400,2262891334,1976684287,0.126478476
002401,234263890.5,226130623.9,0.034718396
002402,543569591.3,578295470.5,0.063884882
002403,819970406.4,894177296.4,0.090499473
002404,752188504.1,652416728,0.132641985
002405,452855903.4,492829207.5,0.088269367
002406,365843872.3,380151990.2,0.039109902
002407,852861547.8,818152226.4,0.040697487
002408,3134029984,7332205488,1.339545418
002409,308145537.4,294378807.7,0.044676064
002410,332800070.6,359932303,0.081527124
002411,1815810705,1555760280,0.143214501
002412,226177460.3,207994045.7,0.080394459
002413,127908801,60355004.81,0.528140328
002414,148349294.3,115623369.7,0.220600473
002415,9364828201,9242988236,0.013010379
002416,14998556823,15686651421,0.045877387
002417,8265749.93,13577045.93,0.642566742
002418,757852128.7,847678425.5,0.118527472
002419,5221237391,4920396789,0.057618641
002420,1346620625,1438281444,0.068067292
002421,378011914.7,640500787.8,0.694393121
002422,3932093811,2853412347,0.2743275
002423,180392683.5,222540742,0.233646164
002424,679953981.9,715793880.4,0.0527093
002425,145376712.8,150894440.8,0.037954689
002426,4590859206,6245624904,0.36044793
002428,100853280.3,152220416.6,0.50932539
002429,2864224658,2648756659,0.075227339
002430,1637681518,1469041002,0.10297516
002431,643127247.5,709009372.7,0.102440264
002432,120867037.9,159679165.8,0.321114248
002433,680230130.2,802898978.9,0.180334336
002434,1020859955,1834284671,0.796803433
002435,1015072441,764588824.3,0.246764277
002436,803214511.5,904787100.7,0.126457612
002437,1199503013,636599359.1,0.469280733
002438,247514357.2,188416376.9,0.238765868
002439,292560139.7,360280997.7,0.231476708
002440,1595086554,1642421463,0.029675449
002441,1578303558,1483664964,0.059962226
002442,680160032.1,765516070.1,0.125494051
002443,753824883.2,741578606.5,0.016245519
002444,885156075.8,878361560.9,0.007676064
002447,153885790,65191299.23,0.576365698
002449,821242642.6,871315969.2,0.060972633
002454,925000166,1280695300,0.384535211
002456,7558327407,8411955528,0.11293876
002504,244761064,274433286.3,0.12122934
002529,84689311.95,103161524,0.218117395
200053,209859185.8,186675715.6,0.110471553
200054,266811269.5,239880007.4,0.100937499
200152,4496320014,4628122884,0.029313498
200168,57606553.93,78181225.78,0.357158525
200468,579271964.3,433736193.1,0.251239107
200512,319364654.6,466701342.4,0.461343125
200706,486916871.1,501508229,0.029966836
200771,962078793.4,781227016,0.187980214
200986,791489361.7,840802497,0.06230423
200992,201809692,248067843.9,0.229216701
300001,1195622805,1162531646,0.027676922
300002,326420445,444419902.6,0.361495303
300003,1435819242,1479286006,0.030273145
300004,113212643.7,180196116.8,0.59166071
300005,439694317.5,625155631.3,0.421796022
300006,326798411,316868752.3,0.03038466
300007,377534680,456682233.7,0.209643134
300008,434882103.7,290436528.3,0.332148815
300009,279715392.1,253945367.6,0.092129448
300010,257825734.8,350997348.8,0.361374376
300011,253302660.7,245442047.4,0.031032494
300012,448123073.6,440404676.3,0.017223834
300013,208332219.3,266316098,0.278324106
300014,684106994.5,774119414.4,0.131576523
300015,1746635512,1781969211,0.020229578
300016,121782661.1,125234910.2,0.028347624
300017,1527080272,1580916579,0.035254405
300018,69482406.54,75430802.64,0.085610105
300019,146204291.6,129388391,0.115016464
300020,482188187.3,412999602.6,0.143488759
300021,359119977.2,237634716.5,0.338286
300022,447539951,443431749.1,0.00917952
300023,128581455.9,138971717.6,0.080806845
300024,543168698.8,545437563.2,0.00417709
300025,326508828.2,275564466,0.156027519
300026,964413376.9,731802088,0.24119459
300027,1416402359,1029578824,0.27310286
300028,9546506.87,193136.2523,0.979768909
300029,3784438.71,40762739.49,9.771145371
300030,124007898.4,116384449.8,0.061475508
300031,433214402.5,379306583.3,0.124436812
300032,785496227.3,669462612.6,0.147720143
300033,237917375,223328310,0.06131988
300034,161684215.1,157942311.3,0.023143285
300035,105555772.4,92821208.28,0.120642991
300036,236208635.1,242808634.9,0.0279414
300037,450058118.9,513032724.3,0.139925496
300038,814552666.6,606378126.1,0.25556916
300039,520891399.5,479598554.8,0.079273424
300040,196547150.2,221295513.1,0.125915654
300041,501339626.2,456207009.8,0.090024036
300042,207471790.8,244206983.8,0.177061146
300043,651819553.6,714331902.2,0.095904378
300044,237644507.9,290972979.5,0.224404394
300045,79202433.84,127282475.6,0.607052579
300046,113225875.3,60541095.52,0.465306889
300047,497495682.6,585628514.7,0.177152959
300048,272139326.9,289151245.6,0.062511798
300049,174973279.8,166866127.1,0.046333661
300050,199277857.3,215191776,0.079857938
300051,58806710.46,84145845.82,0.430888502
300052,74512366.2,55799698.78,0.251135058
300053,175188458.4,171507439.3,0.021011767
300054,316343208.2,496221294.1,0.568616873
300055,280026624.5,425567198.4,0.519738344
300056,111000474.2,218889975.8,0.971973339
300057,914474281.9,791910944.2,0.134026008
300058,5024165894,3998292284,0.204187846
300059,367212861.1,468076106.4,0.27467242
300061,408246333.4,536319090.6,0.313714409
300062,161903340.9,224281442.2,0.38527989
300063,1897638018,2158013420,0.137210258
300064,407123820.2,443633596.1,0.089677327
300065,155380944.4,161369767.6,0.038542842
300066,141891104.8,110834136.5,0.218878896
300067,345789659.5,506638406.7,0.465163555
300068,1886088414,2102020630,0.114486794
300069,48424010.76,52140589.2,0.076750735
300070,2298460845,1727286208,0.248503096
300071,684123706.9,1356183864,0.982366421
300072,4396505560,7079858152,0.610337586
300073,670934486.5,506370363.4,0.245275994
300074,86297037.69,114225169.4,0.32362793
300075,137705091.4,179338414.1,0.302336844
300076,83822803.64,27181878.42,0.675722151
300077,195544912.7,170079412.2,0.130228397
300078,236055985.4,268674931,0.138183091
300079,268581668.1,271794514.5,0.01196227
300080,817111202.7,341932056.4,0.581535469
300081,154278355.7,81918434.96,0.469021856
300082,1228286625,1320575899,0.075136595
300083,1274600711,1718491390,0.348258616
300084,82581115.59,75936934.38,0.080456424
300085,280440060.6,302983998.8,0.080387724
300086,124886246.6,141291343.8,0.13136032
300087,126497758,128471418.1,0.015602333
300088,1728970641,2587974207,0.496829469
300089,104290648,135109803.1,0.295512165
300090,354606988.7,330301647.8,0.06854163
300091,385119532.5,355434252.4,0.077080692
300092,85839858.18,70681692.4,0.176586566
300093,126842758.3,102761956.4,0.189847668
300094,1010332793,1159091279,0.147237114
300095,172538500.1,136323994.4,0.209892318
600004,1723798620,1732291843,0.004927039
600006,2457777407,4382393213,0.783071648
600007,777529717,702446824.1,0.096565946
600008,2117061439,1925499346,0.0904849
600009,2280746767,2190111775,0.039739174
600010,12986799396,14773760455,0.137598265
600011,43255634634,41425959681,0.042299112
600012,728444474.1,814490396.9,0.11812283
600017,1245410414,1263559394,0.01457269
600018,8643783337,9418064859,0.089576693
600019,67453719152,67498320918,0.00066122
600020,1268618407,1451083561,0.143829817
600021,5661851818,5020868438,0.113210907
600022,11804065408,12418301698,0.052035995
600026,2401635061,2444313955,0.017770766
600027,22471788000,23833293514,0.060587325
600028,6.21251E+11,7.97656E+11,0.283951689
600029,34101000000,34395588939,0.008638718
600031,12158955000,16383969625,0.347481722
600033,623850538.4,583974564.9,0.063919114
600035,657076094.6,1194779964,0.818328156
600037,532367626.5,624228623.5,0.172551809
600038,2141024345,2026402266,0.053536093
600039,4933977892,5282522426,0.070641689
600048,20125236984,18623688165,0.074610243
600050,74935058630,69378179949,0.074155926
600051,744000711,872084218.6,0.172155088
600052,42876878.47,113015087.2,1.635804919
600053,166655181.9,73399976.11,0.559569794
600054,245100044.1,302033678.1,0.232287326
600055,134452634.2,129324024.8,0.038144358
600056,6584220427,7811168097,0.186346688
600057,46688466682,80108767530,0.715814916
600058,10482445714,10678347251,0.018688533
600059,656845994.1,633764787.8,0.035139449
600060,7811439814,7805417412,0.000770972
600061,280640549.8,166038322.2,0.408359475
600062,2137803242,1628080201,0.238433094
600063,1209288397,961538333.6,0.204872604
600064,855099594.3,1437369153,0.680937709
600066,4659150474,3584829856,0.230582941
600067,1166883065,2638475795,1.261131278
600068,20884621552,23928255327,0.145735644
600069,665869640.2,820678946.2,0.232491912
600070,473610381.9,1120260109,1.365362229
600071,179724986,157667230.1,0.122730603
600072,579830015.2,677102645.1,0.167760598
600073,6260749762,7652053181,0.222226326
600074,46841441.42,583599529.7,11.45904293
600075,1133113504,670547221.9,0.408225902
600076,613029895.6,430384021.7,0.297939587
600077,501735571.8,396716005.4,0.209312579
600078,657625191.6,700559053.7,0.065286219
600079,4437754083,4170552817,0.060210922
600080,157156466.4,180312746.2,0.147345384
600081,1590863131,1686957190,0.060403725
600082,34807196.38,193228386.4,4.551391854
600084,101278760.1,74374641.89,0.26564423
600085,3664398831,4044650541,0.103769193
600086,1713527110,2085202480,0.216906618
600088,155904424.4,203336806.1,0.304240126
600089,8006654273,8260580536,0.031714403
600090,2433367161,2271796388,0.066398025
600091,13642679.25,13762286.04,0.008767104
600093,4436371444,3505179048,0.209899556
600095,33857276.53,38344877.8,0.132544662
600096,10145388900,9531147258,0.060543923
600097,371899377.5,428529812.9,0.152273542
600098,6064094918,5799685935,0.043602382
600099,126668055,111194663.8,0.122157013
600100,4504697224,3925610624,0.128551725
600101,401859328.5,403399313.1,0.003832149
600103,668538375.6,693151368.3,0.036816125
600104,2.34853E+11,2.22094E+11,0.054326176
600105,661003421,533181405,0.193375725
600106,59574251.08,52919217.46,0.1117099
600107,132672639.8,126417253.6,0.047149029
600108,507821764.5,379788823.6,0.252121807
600110,523888213,781460483.5,0.491655021
600111,3019591141,1665944148,0.448288172
600112,101953938.4,95412480.94,0.06416091
600113,74148233.65,63924590.8,0.137881138
600114,531551865.4,488512829.9,0.080968647
600115,26753000000,24763827384,0.074353254
600116,262369409,232746268,0.112906231
600117,1656000850,1293693435,0.218784559
600118,1273926536,1306548696,0.025607568
600119,276689513.8,455530666.7,0.646360429
600120,1698211433,1370294999,0.193095175
600121,1125911377,883661234.9,0.215159156
600122,4374862763,4399434974,0.005616682
600123,1698361475,1907969717,0.123417921
600125,2883319267,2651642061,0.080350868
600126,6541591098,6132488131,0.062538756
600127,674717054.9,656002341.9,0.027737128
600128,1227294850,978387810.8,0.202809487
600129,2249899093,2036165851,0.094996812
600130,162294097.5,599868267,2.696180429
600131,225524725.8,148180847.7,0.342950769
600132,812749585.8,717296848,0.117444216
600133,1434824376,1144328136,0.202461182
600135,470333756.3,572459812.9,0.21713529
600136,289352323.4,176591953.2,0.389699204
600137,49499877.58,42442040.39,0.142582922
600138,2507349229,2203716188,0.121097228
600139,40076848.41,15932226.28,0.602458104
600141,4090622693,4167366638,0.018760944
600143,5537373729,7362135101,0.329535527
600146,569833465.2,320543783.5,0.437478135
600148,244886645.1,233326509.2,0.047206069
600150,2964141175,3776901965,0.274197733
600151,1442711929,953389487.9,0.3391685
600152,283511791.5,341604164.4,0.204902846
600153,48632461193,57872088190,0.189988883
600155,42884024.78,55769619.17,0.300475397
600156,240595786.9,158607744.1,0.3407709
600157,4668549551,4247378481,0.090214544
600158,100189712.1,119051134.2,0.188257074
600159,8534757.18,19114944.02,1.239658799
600160,3991085429,3671834812,0.079990925
600161,553655344,427097649.5,0.2285857
600162,435701803.2,653384998.1,0.499615088
600163,158498982.5,115901366.2,0.268756402
600165,162706678.6,400419959.6,1.46099277
600166,9412621243,12320905301,0.308977062
600167,1202538496,1189448975,0.010884908
600168,338600129.4,332153890.8,0.019037909
600169,1148943116,785367191.2,0.316443799
600170,31075378878,29140597320,0.062260916
600171,164534794.4,122694220.9,0.254296203
600172,659845384.2,828223865.8,0.255178691
600173,1036930697,267265769.2,0.742253007
600175,1294139331,1635647788,0.263888477
600176,2494844789,2179812417,0.126273335
600177,1681660098,2552162732,0.517644818
600178,313088321.2,411691994.9,0.314938843
600179,1920458427,1550955636,0.192403431
600182,828032100.5,822412091.6,0.006787187
600183,2828271449,2937196650,0.038512994
600184,543700844.7,181715429.6,0.66578049
600185,860247906.9,371016302.9,0.56871002
600186,429018630.1,448418667.5,0.045219569
600187,91707219.56,94662524.74,0.032225437
600188,32333709000,27925710120,0.136328278
600189,198891467.2,147610714.3,0.257832845
600190,1402247940,1190368653,0.151099732
600191,998146.66,53511042.47,52.61040077
600192,358325894.1,402983778.6,0.124629242
600195,939451640.7,1157219592,0.231803259
600196,5719203064,4617873655,0.192566936
600197,517844031.9,540326421.4,0.043415368
600198,564826592.2,1130987868,1.002362997
600199,307346185,312568713.2,0.016992331
600200,564115505.3,633174699.8,0.122420309
600201,557328264,541874451.3,0.027728385
600202,67297015.71,36706232.72,0.454563738
600203,1677280494,2218328278,0.322574421
600206,1005005850,1112051887,0.10651285
600207,632456642.6,568576122.5,0.101003793
600208,2985640861,2138101514,0.283871834
600209,13563200.41,7993562.116,0.410643368
600210,2191579492,2176560070,0.006853241
600211,212739071.6,100199051.4,0.529004942
600212,57004267.47,47737135.44,0.162569092
600213,261921511.1,352051688,0.344111396
600215,19483184.15,19611348.58,0.006578208
600216,1922400191,1556079962,0.190553575
600217,457366249,400637803.8,0.124032863
600218,962427807.9,1109023541,0.15231868
600219,4564552154,4084524208,0.105164303
600220,402020977.9,395953822.9,0.015091638
600221,16808845000,21042885218,0.251893584
600222,313083133.7,271849878.4,0.13170066
600223,766466912.6,971115004.4,0.267001861
600225,75428955.45,134201244.1,0.779174102
600226,224125967.1,377271778.2,0.6833024
600227,518338863,373056952.5,0.280283654
600228,127817671.1,138618129.6,0.084498946
600229,489156509.5,491845212.7,0.005496611
600230,1169483822,1364451570,0.166712651
600231,4441743917,4239650629,0.045498636
600232,235086408.3,226299632.1,0.037376793
600233,5341395475,4431338329,0.170378162
600234,33021978.05,3134932.228,0.90506528
600235,379136702.6,422669396.9,0.114820575
600236,2188549081,2047782322,0.064319672
600237,205436388.1,228529578.9,0.112410421
600238,159598819.2,220925192.9,0.384253304
600239,2331481310,1233669050,0.470864705
600240,394987718.8,1317947056,2.336678567
600241,276083500,236591906.3,0.143042209
600242,500646330.8,538061845.8,0.074734424
600243,126921481.1,161389176.8,0.271567077
600246,396404491.2,506066249.8,0.27664106
600247,19941659.23,39156885.24,0.963572077
600248,670107575.2,541571060.9,0.191814746
600249,285056113.7,342107707.9,0.200141626
600250,202570154.5,125050475.5,0.382680653
600251,553365234.8,358033268.3,0.352989227
600252,667102508.2,487452899.3,0.269298356
600255,1244385379,1262972613,0.014936879
600256,3310469207,1828628024,0.447622705
600257,199799608.4,214989742.2,0.076026845
600258,1924460967,1271336382,0.339380531
600259,601846677.1,2175279068,2.614340913
600260,3718691230,6174217849,0.660320114
600261,1417130815,1338530342,0.055464515
600262,267936481.9,86529587.13,0.677051865
600265,12086444.52,13474893.76,0.114876566
600266,1535761618,3627211142,1.361832136
600267,2821692578,3010122571,0.066779065
600268,593853656.3,669162756.1,0.12681424
600269,1083635715,984767954.2,0.091237082
600270,1483032392,1250109158,0.157058764
600271,5471331193,6220550969,0.136935556
600272,246072065.3,271545110.5,0.103518638
600273,1370469302,1420279965,0.036345698
600275,505826.16,2589205.298,4.118765106
600276,3857128090,3940419506,0.021594154
600277,4048569639,3733880987,0.077728353
600278,4607039583,3648670901,0.208022671
600279,1489226207,811668348.6,0.454973096
600280,2118246826,2439626181,0.151719503
600281,137738585.9,62977427.27,0.542775709
600282,10368911313,9954747883,0.039942808
600283,254209802.3,229220743,0.098300928
600284,566116612.2,519617343.3,0.082137263
600285,556130442,511403532.3,0.080425214
600287,1273004500,1389455181,0.091477038
600288,656123331,568492441.4,0.133558564
600289,207131655.4,310756971.9,0.500287203
600290,200072738.4,256977856.9,0.28442215
600291,,46663899.38,#DIV/0!
600292,710488617.1,737866330.1,0.03853364
600293,3076178955,2760413028,0.102648751
600295,4730151875,5304197372,0.121358788
600297,39468763554,38103038145,0.03460269
600298,1630322224,1687651233,0.03516422
600299,3013914234,2600580046,0.137141988
600300,1528274687,1316684433,0.138450408
600301,30731664.63,10010506.92,0.67426083
600302,216226880.4,203742323.6,0.057738227
600303,853235734.6,834166679,0.022349106
600305,399664888.4,392363565.1,0.018268613
600306,240540890.1,248568040.8,0.033371252
600307,9813691100,9162108403,0.066395273
600308,3675786279,3605804512,0.019038584
600309,13601913515,18192008224,0.337459483
600310,3427102124,2739659355,0.200590103
600312,1184413049,1396185717,0.178799674
600313,605281723.8,1277504538,1.11059493
600315,1860297291,1834915993,0.013643678
600316,200843804.2,481657619,1.398170165
600317,1128105309,993176664.1,0.119606427
600318,138379434.3,125167338.8,0.095477305
600319,505538097,589433510.3,0.165952702
600320,4689586634,4140960385,0.116988189
600321,383517878.5,212212057.9,0.446669713
600322,1236111649,995123271,0.194956805
600323,1134607317,1198144545,0.055999311
600325,1588316190,2696950364,0.697993372
600326,502364571.3,585182170.8,0.164855574
600327,2457249819,2414240881,0.017502875
600328,926734755,952547195.2,0.027853105
600329,1615166992,1350485060,0.163872797
600330,591781915.2,668575544.7,0.129766773
600331,955488173.8,854334135.5,0.105866343
600332,6909195158,5831372343,0.155998317
600333,481285945.6,382837313.3,0.204553308
600335,10210398009,12138235692,0.188811218
600336,1296473580,1321437333,0.019255119
600337,1014272722,898662121.5,0.113983742
600338,554878802.8,577590628.8,0.040931147
600339,8180656466,7550266019,0.077058663
600340,9484691261,7296307267,0.230728016
600343,321609647.5,348424083,0.083375719
600345,34070423.02,39338225.04,0.154615105
600346,11584433266,26049354799,1.248651635
600348,8039683579,8871950712,0.103519887
600350,1148763577,1518147798,0.321549385
600351,769481409.1,719617226.1,0.064802323
600352,4231365161,3881869997,0.082596314
600353,233962696.5,258543584.7,0.10506328
600354,85648657.53,49367494.06,0.423604578
600355,91972185.07,82411581.9,0.103951028
600356,378975775.7,361109746.5,0.047142932
600358,86569035.21,75992428.07,0.122175407
600359,138016457.4,244558443.4,0.771951317
600360,395844871.4,366797670.7,0.073380263
600361,3394806433,3369944579,0.007323497
600362,50611607557,43774025189,0.135099095
600363,789758643,712396814.4,0.097956292
600365,395101960,398584034,0.008813102
600366,438079957.1,457515673.2,0.044365682
600367,345501628.7,356106964.1,0.030695472
600368,321643661.1,401610785.6,0.248620241
600370,270517357.8,245154452.1,0.093757036
600371,65919690.6,59608818.79,0.095735762
600372,902361842.2,959428431.4,0.063241359
600373,2850905505,3529868414,0.238156932
600375,1468804850,1299120512,0.115525447
600376,6149580533,6021552716,0.020818951
600377,2822575100,2304618687,0.183504918
600378,95590044,91860047.76,0.039020761
600379,164378189.5,175931471,0.07028476
600380,3009285562,3092607389,0.027688242
600382,153692182.6,236266431.1,0.537270323
600383,6802561924,6181381215,0.091315701
600385,1182328.33,1940059.054,0.640880121
600386,1003445852,963972423.2,0.039337877
600387,5486202473,3278593597,0.402392891
600388,1209477840,1187628193,0.018065355
600389,1010355458,1273647340,0.260593319
600390,1454380945,1906057004,0.310562415
600391,384505938.7,506727688.2,0.317867001
600392,1372279914,678868376.1,0.505298905
600393,901531019.7,3588184484,2.980100967
600395,1486153600,1546384834,0.04052827
600396,1951160920,1749583501,0.10331153
600397,1051129229,741009819.5,0.295034522
600398,5786244917,5595636227,0.032941691
600399,4121419347,4026145269,0.023116812
600400,692989729.9,549288142.1,0.207364672
600401,291727400.8,751887857.7,1.577364539
600403,2055361413,1582306100,0.230156755
600405,145485719.9,187452461.6,0.288459525
600406,3843922903,2993416600,0.22125998
600408,1765510791,1921540869,0.088376734
600409,4725937953,7548842845,0.597321615
600410,838028511.3,1116514132,0.332310437
600415,807235700,4026504719,3.988016163
600416,973590175.7,1606230927,0.649801906
600418,12863836941,12857404390,0.000500049
600419,299804968.4,233383167.2,0.221550035
600420,3109236552,2326555270,0.251727802
600421,,32153855.95,#DIV/0!
600422,1642369522,1394225036,0.151089315
600423,523138398.9,343613225.9,0.343169558
600425,86995327.62,125343695.9,0.440809516
600426,3438428590,3210488686,0.066291882
600428,1623120289,1507541011,0.071208079
600429,1752590038,1708530903,0.025139442
600432,817268589.2,643839775.9,0.212205407
600433,550321285.2,516434596.3,0.061576192
600435,178649887.2,232042476.5,0.298867187
600436,1222189419,1058234785,0.1341483
600438,5221288332,5258298581,0.007088337
600439,463639387.8,468291850.7,0.010034658
600444,85232828.19,91019770.86,0.067895702
600446,1075793306,992068762.8,0.077825864
600448,754374248.7,707798730.6,0.061740599
600449,345239478.3,439012306.4,0.271616759
600452,516112481.2,563145912,0.091130195
600455,42615718.67,37535772.9,0.119203569
600456,694781903.9,607574594.9,0.125517531
600458,2573893558,3503190764,0.361047256
600459,3852827570,5566863127,0.444877308
600460,650595707.3,671213989,0.031691389
600461,1077622204,927169486,0.139615458
600462,373578233.7,329938660.9,0.116815084
600463,243274962.4,327509262.1,0.346251414
600466,3325911469,4836847877,0.454292431
600467,318231739.5,251432632.6,0.209907117
600468,312755806.8,311028075.8,0.005524217
600469,1433839605,1918688262,0.338147067
600470,686768180,984578313.4,0.433639971
600475,1157866897,1160240852,0.002050283
600476,42600314.75,43874276.35,0.029904981
600477,873168759.8,692564001.9,0.206838318
600478,330432018.4,361063153.4,0.092700263
600479,690326657.7,755437648.8,0.094319103
600480,3107424636,4146956270,0.334531567
600481,344809456.4,285464395.2,0.172109726
600482,5061108790,5633923941,0.113179774
600483,1715641028,1220467139,0.28862325
600485,55659418.07,60993914.3,0.095841754
600486,1610399463,1295037511,0.195828401
600487,6327500644,6118893145,0.032968389
600488,627748257.6,425321324.7,0.322465145
600489,7018050690,6751277499,0.038012434
600490,2591078573,1455812071,0.438144375
600491,5398242769,4824290302,0.106322092
600493,174364363.6,171768515.5,0.014887492
600495,114021212,171395866.2,0.503192811
600496,2128251440,1336188336,0.372166131
600497,4907351653,3113424292,0.365559163
600498,4248274113,4280359888,0.007552661
600499,1531113849,1971290065,0.28748758
600500,14117450238,19805619782,0.402917627
600501,431950058.4,350188576.9,0.189284571
600502,7382935776,8398616886,0.13757144
600503,144086883.1,312684941.7,1.170113858
600505,218859816.9,225095644.3,0.028492336
600506,14528219.64,8990011.656,0.381203487
600507,3862859022,4294248208,0.11167614
600508,1751626543,1696106005,0.031696562
600509,1218576714,1197411272,0.017368986
600510,1186916872,1977257583,0.665877055
600511,9129920236,9126870576,0.000334029
600512,594635649.7,749676784.7,0.260732997
600513,224989852.4,158629494.6,0.294948226
600515,1310536826,2106140396,0.607082193
600516,3521919798,2478001157,0.296406137
600517,678759139.8,949017180.1,0.398164864
600518,9135184162,8767568721,0.040241711
600519,17466166385,20122822940,0.152103014
